52.2,19.0,71.1
31.22972,10.373,1.800001
45.92796,20.66481,1.800001
28.47621,10.16797,3.3
0.0,30.0,8.525135
48.29691,27.99071,74.4
74.08516,0.0,7.187258
45.92379,10.16797,3.3
58.01235,37.75328,0.6373078
54.1,39.62,0.0
0.1413226,0.0,7.615209
0.3148392,30.0,7.187258
68.39999,30.0,70.10989
52.2,0.0,71.1
26.10309,27.99071,74.4
16.38765,37.75328,0.6373078
24.57772,26.01881,3.3
58.22396,37.64389,73.68829
34.71555,32.66965,0.0
39.68445,32.66965,0.0
45.24373,12.84405,3.3
46.34699,15.87524,3.3
72.3952,30.0,5.695019
32.55595,25.53183,1.800001
0.8471198,0.0,6.435849
27.33762,23.18215,3.3
34.71555,32.66965,71.1
34.02328,26.21606,1.800001
28.05301,19.10096,3.3
38.81286,8.341107,1.800001
1.193274,0.0,68.26981
0.0,0.0,65.87487
48.29691,27.99071,0.0
32.55595,9.444369,3.3
37.2,43.0,0.0
45.92796,14.31138,1.800001
0.8471198,0.0,67.96415
43.17027,10.373,3.3
73.20673,30.0,6.130192
42.89405,7.625716,1.800001
43.17027,10.373,1.800001
58.01235,37.75328,73.7627
23.3989,23.8221,3.3
72.3952,30.0,68.70498
48.41509,19.46562,1.800001
73.55288,30.0,6.435849
56.19504,38.68206,74.37048
41.84405,9.444369,1.800001
32.29931,32.05569,0.0
55.8586,38.84166,74.4
42.89405,7.625716,3.3
12.67758,35.51167,1.941949
28.58266,42.14672,0.0
0.03554299,0.0,66.33528
24.37893,41.08789,0.0
18.20513,38.68213,74.37046
47.06238,23.18215,3.3
51.80099,21.46088,71.1
41.09496,28.18941,3.3
0.55198,0.0,67.60899
73.84802,0.0,6.79101
43.17027,24.60319,3.3
47.06238,23.18215,1.800001
44.52013,26.21189,3.3
24.57772,26.01881,74.4
22.2,0.0,0.0
18.19302,38.67639,0.03057718
22.2,0.0,71.1
22.59901,21.46088,0.0
27.33762,23.18215,1.800001
45.81734,42.14672,74.4
52.2,0.0,3.3
30.0849,23.45837,1.800001
55.8586,0.0,74.4
74.36446,30.0,66.33528
65.19714,32.92078,71.23617
46.46685,29.68365,71.1
27.93315,29.68365,71.1
37.2,6.1,1.800001
30.01763,31.05116,0.0
44.52013,8.764309,3.3
18.5414,0.0,0.0
44.38237,31.05116,3.3
35.22248,28.70318,1.800001
41.84405,25.53183,1.800001
32.55595,9.444369,1.800001
2.004795,30.0,68.70498
27.93315,29.68365,0.0
31.22972,24.60319,1.800001
38.81286,26.63509,1.800001
33.30504,6.786787,1.800001
37.2,32.8762,74.4
17.87793,38.52367,74.28674
47.06238,11.79405,1.800001
52.2,19.0,0.0
74.08516,30.0,7.187258
35.22248,6.273011,1.800001
18.21718,38.68797,74.37354
56.52207,38.52367,0.1132563
48.41509,15.51058,1.800001
47.90131,21.38306,1.800001
30.01763,31.05116,74.4
28.47204,20.66481,1.800001
0.1413226,30.0,7.615209
65.19714,32.92078,3.163829
0.0,0.0,8.525135
61.85791,35.42909,1.989596
23.3989,23.8221,74.4
74.36446,0.0,66.33528
58.22396,37.64389,0.7117205
22.2,19.0,74.4
56.19513,0.0,74.37149
1.193274,30.0,68.26981
45.92379,24.80823,1.800001
42.10069,32.05569,71.1
22.2,19.0,0.0
51.80099,21.46088,0.0
41.09496,28.18941,1.800001
74.36446,30.0,8.064717
0.55198,30.0,67.60899
42.89405,27.35048,3.3
73.20673,30.0,68.26981
37.2,32.8762,0.0
32.29931,32.05569,71.1
1.193274,30.0,6.130192
18.5414,38.84166,0.0
46.46685,29.68365,3.3
48.29691,27.99071,71.1
72.81776,30.0,68.51871
45.24373,22.13215,3.3
61.85791,35.42909,72.41041
74.4,30.0,65.87487
49.82228,26.01881,71.1
25.98491,19.46562,1.800001
18.5414,38.84166,74.4
44.3151,11.51782,1.800001
2.004795,0.0,5.695019
0.8471198,30.0,67.96415
28.47621,10.16797,1.800001
56.52207,38.52367,74.28674
51.0011,23.8221,74.4
41.52974,42.78616,0.0
31.22972,10.373,3.3
1.582239,30.0,5.881283
41.84405,9.444369,3.3
74.25867,0.0,7.615209
37.2,6.1,3.3
23.3989,23.8221,0.0
35.58714,26.63509,3.3
35.58714,8.341107,3.3
32.87025,42.78616,74.4
72.3952,0.0,5.695019
22.59901,21.46088,74.4
1.582239,30.0,68.51871
34.71555,32.66965,74.4
2.004795,30.0,5.695019
30.0849,11.51782,1.800001
44.52013,8.764309,1.800001
72.81776,0.0,68.51871
45.24373,22.13215,1.800001
32.29931,32.05569,3.3
46.34699,19.10096,1.800001
74.08516,30.0,67.21275
1.193274,0.0,6.130192
50.02107,41.08789,74.4
29.87987,8.764309,3.3
9.202864,32.92078,71.23617
28.47204,14.31138,1.800001
51.0011,23.8221,3.3
42.10069,32.05569,3.3
49.82228,26.01881,0.0
0.55198,30.0,6.79101
35.58714,26.63509,1.800001
34.71555,32.66965,3.3
35.22248,6.273011,3.3
24.57772,26.01881,0.0
73.20673,0.0,6.130192
1.582239,0.0,68.51871
26.10309,27.99071,71.1
45.92379,10.16797,1.800001
52.2,0.0,74.4
17.87793,0.0,74.28674
54.1,39.62,74.4
37.2,43.0,74.4
12.54209,35.42909,72.41041
47.06238,11.79405,3.3
17.87793,0.0,0.1132563
37.2,28.8762,3.3
34.02328,8.760141,3.3
45.81734,42.14672,0.0
47.90131,21.38306,3.3
31.50595,7.625716,3.3
50.02107,41.08789,0.0
9.139436,32.87314,71.21387
26.10309,27.99071,3.3
31.50595,27.35048,1.800001
0.55198,0.0,6.79101
9.202864,32.92078,3.163829
39.17752,6.273011,3.3
48.5881,17.4881,1.800001
31.22972,24.60319,3.3
73.20673,0.0,68.26981
72.81776,0.0,5.881283
46.34699,15.87524,1.800001
40.37672,8.760141,1.800001
47.90131,13.59314,1.800001
39.17752,28.70318,1.800001
37.2,32.8762,71.1
0.03554299,30.0,66.33528
25.8119,17.4881,1.800001
56.52207,0.0,74.28674
0.3148392,0.0,7.187258
26.49869,13.59314,1.800001
52.2,19.0,74.4
48.29691,27.99071,3.3
45.92796,14.31138,3.3
74.08516,0.0,67.21275
44.38237,31.05116,74.4
22.2,0.0,3.3
24.57772,26.01881,71.1
68.39999,30.0,4.290112
25.98491,15.51058,3.3
28.05301,15.87524,3.3
30.0849,23.45837,3.3
39.68445,32.66965,74.4
43.17027,24.60319,1.800001
34.02328,8.760141,1.800001
61.72242,35.51167,1.941949
56.52207,0.0,0.1132563
37.2,28.8762,1.800001
28.05301,19.10096,1.800001
27.9119,17.4881,3.3
55.8586,38.84166,0.0
0.8471198,30.0,6.435849
39.68445,32.66965,3.3
72.3952,0.0,68.70498
40.37672,26.21606,3.3
30.01763,31.05116,3.3
46.4881,17.4881,3.3
51.80099,21.46088,74.4
0.3148392,30.0,67.21275
44.38237,31.05116,0.0
29.87987,26.21189,3.3
65.26057,32.87314,71.21387
31.50595,27.35048,3.3
74.4,0.0,65.87487
33.30504,28.18941,3.3
74.4,30.0,8.525135
27.93315,29.68365,3.3
37.2,26.7762,1.800001
32.87025,42.78616,0.0
52.2,19.0,3.3
9.139436,32.87314,3.186133
73.55288,30.0,67.96415
0.1413226,30.0,66.78479
51.0011,23.8221,71.1
27.33762,11.79405,3.3
41.09496,6.786787,1.800001
22.59901,21.46088,3.3
17.87793,38.52367,0.1132563
22.2,19.0,71.1
1.582239,0.0,5.881283
56.18282,38.68797,0.02645701
37.2,8.2,1.800001
47.90131,13.59314,3.3
28.05301,15.87524,1.800001
73.84802,0.0,67.60899
