3474994692.796000,0.20777599,0.22611793,-1.55797364,0.00861588,-0.00704862,0.00014550
3474994692.812000,0.19041819,0.20673335,-1.52423826,0.00852928,-0.00685303,-0.00012905
3474994692.828000,0.21196187,0.20605272,-1.62602864,0.00841530,-0.00776577,0.00023414
3474994692.843000,0.18315146,0.19765378,-1.56197627,0.00800962,-0.00686340,0.00037484
3474994692.875000,0.17879701,0.16622370,-1.54793482,0.00692020,-0.00674727,0.00018064
3474994692.890000,0.17121450,0.20039074,-1.58135856,0.00776499,-0.00672676,0.00068830
3474994692.906000,0.12085445,0.23844616,-1.53129559,0.00840213,-0.00571398,0.00078927
3474994692.937000,0.14936562,0.20856498,-1.66415832,0.00837683,-0.00685521,0.00043001
3474994692.953000,0.09962205,0.24239671,-1.61583150,0.00871970,-0.00600882,0.00084191
3474994692.968000,0.13321960,0.20933702,-1.65009410,0.00795215,-0.00678832,0.00078518
3474994692.984000,0.12048623,0.20162956,-1.60853951,0.00780777,-0.00644284,0.00067686
3474994693.015000,0.17764656,0.16134904,-1.59601925,0.00728900,-0.00685578,-0.00034308
3474994693.031000,0.14788182,0.21091295,-1.45024743,0.00807218,-0.00591830,-0.00041905
3474994693.046000,0.13979445,0.17311919,-1.48605973,0.00779832,-0.00620129,-0.00028336
3474994693.078000,0.11527906,0.14410959,-1.51530180,0.00742996,-0.00586495,-0.00005539
3474994693.093000,0.10265124,0.20523091,-1.52223798,0.00803032,-0.00579473,0.00014910
3474994693.109000,0.08603167,0.21457352,-1.50605058,0.00818518,-0.00541314,0.00023572
3474994693.125000,0.09551279,0.24526616,-1.63347292,0.00856999,-0.00607418,0.00091675
3474994693.156000,0.07955794,0.25484551,-1.60909711,0.00904544,-0.00580239,0.00135398
3474994693.171000,0.09597971,0.21522022,-1.58585680,0.00774900,-0.00566433,0.00093102
3474994693.187000,0.11586980,0.20680384,-1.50558217,0.00813837,-0.00566936,0.00035445
3474994693.203000,0.11934908,0.19951820,-1.45404577,0.00777084,-0.00569936,0.00000875
3474994693.234000,0.10381243,0.17581497,-1.50187447,0.00695108,-0.00554927,0.00051096
3474994693.250000,0.11547152,0.16261518,-1.44761449,0.00744764,-0.00548400,0.00000691
3474994693.265000,0.13126681,0.18194162,-1.46171467,0.00747484,-0.00569462,-0.00042348
3474994693.296000,0.19050841,0.20632469,-1.61706629,0.00891637,-0.00678922,-0.00014290
3474994693.312000,0.19468084,0.16714637,-1.70306001,0.00837983,-0.00760835,-0.00010114
3474994693.328000,0.14769530,0.16814526,-1.54464264,0.00767396,-0.00630363,-0.00056738
3474994693.343000,0.13645763,0.21128078,-1.70813664,0.00781181,-0.00669755,0.00027050
3474994693.375000,0.13304282,0.16665055,-1.74490099,0.00739057,-0.00717637,0.00063766
3474994693.390000,0.17415213,0.20358802,-1.63875045,0.00754736,-0.00707121,0.00016391
3474994693.406000,0.19086325,0.19305654,-1.63569011,0.00845567,-0.00719560,0.00008002
3474994693.437000,0.15348196,0.20733191,-1.76628253,0.00809401,-0.00732179,0.00044609
3474994693.453000,0.10300058,0.23556008,-1.71591789,0.00881111,-0.00630549,0.00046584
3474994693.468000,0.10348146,0.23160606,-1.75013363,0.00900129,-0.00665330,0.00076513
3474994693.484000,0.08606297,0.25599127,-1.70929269,0.00815543,-0.00627034,0.00051050
3474994693.515000,0.11612845,0.23876547,-1.71633014,0.00867270,-0.00671890,0.00077544
3474994693.531000,0.14113777,0.23734629,-1.71453963,0.00885648,-0.00662728,0.00054792
3474994693.546000,0.10317961,0.24977936,-1.67250072,0.00927142,-0.00620879,0.00059300
3474994693.578000,0.07388748,0.27839348,-1.74231282,0.00897772,-0.00635368,0.00085463
3474994693.593000,0.09553403,0.24632101,-1.73473450,0.00879371,-0.00650038,0.00100905
3474994693.609000,0.11673393,0.24338274,-1.69990554,0.00887457,-0.00663379,0.00105498
3474994693.625000,0.10822954,0.24326366,-1.71888101,0.00821262,-0.00637349,0.00094189
3474994693.656000,0.09566846,0.24166450,-1.75168484,0.00890955,-0.00659808,0.00108119
3474994693.671000,0.04989169,0.24560511,-1.77321139,0.00823487,-0.00632971,0.00139055
3474994693.687000,0.11657785,0.22007236,-1.75243727,0.00816456,-0.00693047,0.00096030
3474994693.703000,0.11647739,0.22445939,-1.75201222,0.00828948,-0.00677886,0.00088571
3474994693.734000,0.16525096,0.23264456,-1.72893476,0.00859773,-0.00705871,0.00003195
3474994693.750000,0.11910898,0.27098449,-1.80550153,0.00927294,-0.00709517,0.00036589
3474994693.765000,0.06414795,0.28421734,-1.78435529,0.00828650,-0.00650251,0.00029746
3474994693.843000,0.04443766,0.30199040,-1.93177645,0.00837331,-0.00643686,0.00094413
3474994693.843000,0.03620596,0.33172842,-1.96468782,0.00893883,-0.00655262,0.00117388
3474994693.843000,0.07338283,0.29919762,-1.91082889,0.00903636,-0.00685889,0.00074442
3474994693.843000,0.11115215,0.25763202,-1.88474426,0.00862888,-0.00733150,0.00058294
3474994693.875000,0.08158067,0.23490842,-1.78608356,0.00794928,-0.00651822,0.00037075
3474994693.890000,0.07697313,0.27605875,-1.83453668,0.00862671,-0.00645487,0.00029134
3474994693.906000,0.06043595,0.30689998,-1.94521468,0.00884262,-0.00679338,0.00062243
3474994693.937000,0.06997998,0.29728511,-1.98882850,0.00906823,-0.00698044,0.00112176
3474994693.953000,0.06528039,0.26437235,-1.84544589,0.00858056,-0.00642083,0.00071701
3474994693.968000,0.06977060,0.27270836,-1.87990953,0.00839230,-0.00680420,0.00094294
3474994693.984000,0.04019422,0.29483393,-1.85554447,0.00832340,-0.00641105,0.00095296
3474994694.015000,0.05673534,0.28985903,-1.89687829,0.00828777,-0.00663865,0.00078822
3474994694.031000,0.06984055,0.30230513,-1.92238194,0.00831030,-0.00689846,0.00105992
3474994694.046000,0.08634688,0.28667764,-1.89467012,0.00877573,-0.00688104,0.00082698
3474994694.078000,0.09928482,0.24968406,-1.84503012,0.00839236,-0.00686084,0.00083168
3474994694.093000,0.02349600,0.27357398,-1.75498883,0.00840547,-0.00555026,0.00082053
3474994694.109000,0.04007520,0.29282254,-1.82075771,0.00873903,-0.00576870,0.00073474
3474994694.125000,0.06547692,0.28875041,-1.86079313,0.00927633,-0.00650943,0.00091104
3474994694.156000,0.05332909,0.24754737,-1.78014900,0.00826624,-0.00624702,0.00099989
3474994694.171000,0.09475345,0.25713920,-1.76033426,0.00806656,-0.00678361,0.00072994
3474994694.187000,0.13256207,0.23371067,-1.75935232,0.00790350,-0.00680815,0.00049994
3474994694.218000,0.14117275,0.24000127,-1.84281847,0.00834079,-0.00750325,0.00074796
3474994694.234000,0.10655943,0.25264101,-1.71521138,0.00848038,-0.00632940,0.00019717
3474994694.250000,0.12751286,0.24583701,-1.77343817,0.00850263,-0.00683929,0.00018093
3474994694.265000,0.08606146,0.22180121,-1.71185382,0.00728731,-0.00613852,0.00035299
3474994694.296000,0.07820421,0.22127546,-1.67815368,0.00777123,-0.00588194,0.00059461
3474994694.312000,0.08260671,0.22604997,-1.83079123,0.00776218,-0.00678593,0.00086803
3474994694.328000,0.08610140,0.25222851,-1.82878129,0.00792478,-0.00665317,0.00056338
3474994694.343000,0.11143655,0.26558298,-1.81773795,0.00856024,-0.00666051,0.00057156
3474994694.375000,0.11501814,0.26011414,-1.85911903,0.00833608,-0.00736592,0.00043189
3474994694.390000,0.12724250,0.25729838,-1.89091770,0.00872971,-0.00750106,0.00022832
3474994694.406000,0.12779573,0.23827373,-1.86856209,0.00790616,-0.00753086,0.00042752
3474994694.437000,0.10262463,0.22879799,-1.80217195,0.00781657,-0.00723367,0.00047448
3474994694.453000,0.06573169,0.27050354,-1.89892065,0.00779104,-0.00673138,0.00098297
3474994694.468000,0.06130895,0.30298444,-2.07476655,0.00860011,-0.00709707,0.00102966
3474994694.484000,0.04433338,0.31837254,-2.10646669,0.00960796,-0.00727589,0.00113190
3474994694.515000,0.05133532,0.36794288,-2.17889401,0.00979405,-0.00773928,0.00069085
3474994694.531000,0.03880808,0.38606810,-2.29720039,0.01023396,-0.00800650,0.00086233
3474994694.546000,-0.00345649,0.44117282,-2.38181282,0.01073593,-0.00797296,0.00104563
3474994694.578000,-0.02622946,0.51614962,-2.46171887,0.01170615,-0.00762906,0.00041952
3474994694.593000,-0.07519919,0.54973326,-2.76993459,0.01241446,-0.00851812,0.00152318
3474994694.609000,-0.13467276,0.61897929,-2.84731639,0.01246569,-0.00799904,0.00148431
3474994694.625000,-0.17609294,0.64587663,-3.00325136,0.01228136,-0.00823469,0.00200213
3474994694.656000,-0.16398246,0.68329367,-3.12625799,0.01324118,-0.00888439,0.00197595
3474994694.671000,-0.12690671,0.72601500,-3.33248744,0.01416586,-0.01007167,0.00185503
3474994694.687000,-0.12640965,0.73299996,-3.53754337,0.01391542,-0.01079817,0.00220460
3474994694.703000,-0.18961154,0.77618883,-3.61730876,0.01348033,-0.01041129,0.00235424
3474994694.734000,-0.24050069,0.80711364,-3.74628986,0.01334968,-0.01025960,0.00233305
3474994694.750000,-0.26514504,0.87915536,-4.05685136,0.01524078,-0.01151248,0.00316193
