Certus1
3474994695.7615	0.991728056870 -0.046842043938 0.119504326851 365.922523857872 -0.063482229730 -0.988188025852 0.139479145648 -83.422854011655 0.111559256563 -0.145911783218 -0.982987428095 -2187.782641274585 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994695.8292	0.991660930730 -0.046087629333 0.120351688343 365.833434902258 -0.061754786098 -0.989604740798 0.129879957594 -83.364092963816 0.113114742003 -0.136229172401 -0.984198490005 -2188.108681983289 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994695.8960	0.991832744027 -0.044219477964 0.119634633965 365.595658991261 -0.059750675915 -0.989774629125 0.129522354316 -83.421153300060 0.112683914571 -0.135612762337 -0.984333030071 -2188.419257350176 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994695.9283	0.991783193510 -0.044271345288 0.120025601678 365.481998476283 -0.059584779697 -0.990090818733 0.127160625542 -83.522842389851 0.113206674274 -0.133267470323 -0.984593332424 -2188.132451674430 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994695.9970	0.991948650632 -0.044904169660 0.118412372902 365.308133434890 -0.059895881808 -0.990188034026 0.126254269687 -83.595249280851 0.111581171582 -0.132330165944 -0.984905259063 -2188.376397860433 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.0618	0.992287305669 -0.046106763557 0.115065500318 365.431449222361 -0.060703198363 -0.990074027922 0.126761748735 -83.487713258884 0.108078789397 -0.132768918005 -0.985236717593 -2188.809292409716 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.0941	0.992273339793 -0.046786579285 0.114911422994 365.382555316641 -0.061529109282 -0.989824825943 0.128300361095 -83.518065754233 0.107739444247 -0.134379425303 -0.985055522399 -2188.483985544311 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.1605	0.992393810834 -0.049042341477 0.112913121297 365.477093375877 -0.063272085759 -0.989996885345 0.126106344690 -83.439831645983 0.105599087980 -0.132291404672 -0.985569792997 -2188.740178064421 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.2261	0.992401489189 -0.050030966578 0.112410794141 365.469852961641 -0.064397050833 -0.989675854247 0.128041881288 -83.464907137294 0.104844189635 -0.134307877293 -0.985377638267 -2188.394773610664 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.2583	0.992430055948 -0.050603804979 0.111901023108 365.475712518573 -0.064725466980 -0.989865169673 0.126402372575 -83.456689480814 0.104370484214 -0.132688359663 -0.985647300628 -2188.480353367757 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.2905	0.992426912994 -0.051087210044 0.111709083498 365.438955965543 -0.065153444440 -0.989871382266 0.126133561152 -83.497666711028 0.104133813162 -0.132456572284 -0.985703507864 -2188.462278935824 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.3590	0.992586024419 -0.051310013871 0.110182878004 365.479964010346 -0.065494774826 -0.989447337819 0.129245503418 -83.425709127800 0.102388566741 -0.135503683197 -0.985472137222 -2188.589605124654 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.3912	0.992602359419 -0.051739340485 0.109834405909 365.512246459846 -0.065823165044 -0.989490799908 0.128744972100 -83.445700542038 0.102018954213 -0.135022211298 -0.985576549760 -2188.514863202139 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.4599	0.992593361469 -0.052578822440 0.109516602388 365.462139288120 -0.066708097395 -0.989315578153 0.129633007242 -83.498521950757 0.101530529939 -0.135978506594 -0.985495508480 -2188.261532298560 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.4921	0.992587556313 -0.052940755488 0.109394787173 365.495216709678 -0.066953920205 -0.989423527996 0.128678882562 -83.502419352514 0.101425419011 -0.135049467442 -0.985634072931 -2188.147679214719 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.5266	0.992679120599 -0.053282151640 0.108393615326 365.513339336551 -0.067053861549 -0.989548542529 0.127661511939 -83.459718131023 0.100458664028 -0.133995127881 -0.985876951007 -2188.491344324408 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.5944	0.992758259771 -0.053593599566 0.107511691186 365.515825149960 -0.067164825096 -0.989642928463 0.126869067989 -83.461339186473 0.099598814882 -0.133171319090 -0.986075796197 -2188.628466161214 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.6269	0.992792218528 -0.053699291343 0.107144747607 365.531715633435 -0.067172474741 -0.989703836455 0.126388981892 -83.478332691734 0.099254569002 -0.132675175582 -0.986177381771 -2188.523674909563 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.6933	0.992836796947 -0.053931510730 0.106613726966 365.572957094358 -0.067400904731 -0.989601085309 0.127070098751 -83.419985431201 0.098651977520 -0.133345731486 -0.986147404411 -2188.482914794917 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.7260	0.992783752110 -0.054297139846 0.106921663619 365.584630147526 -0.067660812149 -0.989769160168 0.125614585457 -83.413398005870 0.099007252490 -0.131942526067 -0.986300529134 -2188.406945340760 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.7910	0.992693536705 -0.054298399468 0.107755398938 365.645241042589 -0.067763439931 -0.989774491312 0.125517220161 -83.405639550433 0.099838161009 -0.131902009702 -0.986222186651 -2188.209022568990 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.8232	0.992733934381 -0.053824493647 0.107620906021 365.726718840827 -0.067358329623 -0.989694785360 0.126360940409 -83.272319296489 0.099710535851 -0.132691957987 -0.986129126091 -2188.334082653940 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.8553	0.992713730942 -0.053329310524 0.108052917771 365.798824297455 -0.067211203005 -0.989337750373 0.129203211557 -83.319611839726 0.100010512399 -0.135524168786 -0.985713496450 -2188.226697720682 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.9238	0.992728307465 -0.052918039999 0.108121175542 366.033218231926 -0.066819728327 -0.989352631435 0.129292283527 -83.112055225716 0.100128075305 -0.135576737370 -0.985694332346 -2188.436617580580 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994696.9560	0.992590410489 -0.052936997593 0.109370705820 366.071847729003 -0.067104080575 -0.989213353819 0.130207461368 -83.148288245795 0.101298170645 -0.136581898184 -0.985435977480 -2188.131498536871 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.0247	0.992384321716 -0.053501575631 0.110954672807 366.350786651406 -0.067753524922 -0.989335030646 0.128940517287 -83.064304011465 0.102872823785 -0.135476117978 -0.985425493675 -2188.141430140501 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.0893	0.992355140242 -0.053756278018 0.111092475936 366.530803170387 -0.068070633654 -0.989257914652 0.129364473999 -83.043102496072 0.102944958448 -0.135937635969 -0.985354400537 -2188.158201712959 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.1215	0.992515296099 -0.053451924475 0.109801087328 366.740187312537 -0.067768320517 -0.989050770479 0.131095492485 -82.953672959904 0.101591543658 -0.137555316820 -0.985270365469 -2188.285621684186 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.1887	0.992638685673 -0.053192742255 0.108807039645 367.026719959025 -0.067773802112 -0.988520187973 0.135035364688 -82.791361081184 0.100375053934 -0.141415593697 -0.984848454539 -2187.919051132395 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.2548	0.992788319885 -0.053747636347 0.107156630628 367.504724626544 -0.068093514687 -0.988494015907 0.135066108904 -82.437545654012 0.098664204036 -0.141388726934 -0.985025178733 -2187.836074422648 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.2869	0.992879224406 -0.054281891692 0.106039247344 367.726372750489 -0.068258082854 -0.988767004355 0.132968587355 -82.266863738085 0.097630322484 -0.139259783615 -0.985431394263 -2187.777839422757 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.3551	0.993101064720 -0.055028708442 0.103547653276 368.104894691240 -0.069005814767 -0.988213201127 0.136648697934 -82.085247477338 0.094807556555 -0.142851357592 -0.985192883071 -2187.580539355677 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.3873	0.993304142960 -0.055508701136 0.101319611514 368.381959532097 -0.069576408722 -0.987552222032 0.141066410276 -81.823662786971 0.092227994277 -0.147171304462 -0.984801809612 -2187.886112753358 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.4559	0.993072032842 -0.057848744988 0.102281280253 368.534670416349 -0.072357115542 -0.986874716984 0.144370152071 -81.825135064284 0.092587177392 -0.150770738812 -0.984223449680 -2187.252126497601 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.4903	0.992958193038 -0.058741243364 0.102876106105 368.813613201389 -0.073233857896 -0.986965394357 0.143304265113 -81.613979722340 0.093117285919 -0.149829158277 -0.984317222441 -2187.223073206661 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.5593	0.992784944662 -0.060161361817 0.103723980816 369.027356520108 -0.074948943463 -0.986567706906 0.145144119975 -81.541239670041 0.093598661987 -0.151870899892 -0.983958596812 -2187.277980270695 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.6269	0.992874939275 -0.060310909741 0.102771343897 369.419811074199 -0.075119654814 -0.986290071161 0.146931729010 -81.319618090041 0.092500769839 -0.153604979397 -0.983793229232 -2187.402073410254 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.6593	0.992865101224 -0.060371412076 0.102830848362 369.441651804246 -0.075147374203 -0.986353742688 0.146489475510 -81.237867763628 0.092583815655 -0.153171756172 -0.983852961672 -2187.334833137524 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.7284	0.992679816419 -0.061284857893 0.104071841856 369.148180349923 -0.076154519875 -0.986420139657 0.145519061234 -81.394116278743 0.093740445789 -0.152379376141 -0.983866482075 -2187.368737982782 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.7934	0.992402213801 -0.061439287908 0.106597654496 368.543198835639 -0.076912198266 -0.986034142371 0.147719950706 -81.629889878263 0.096033118248 -0.154796266041 -0.983267896465 -2187.337370686497 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.8259	0.992312485015 -0.061311276795 0.107502834476 368.251012609268 -0.076955984392 -0.985986078380 0.148017666873 -81.758306961767 0.096921146035 -0.155152765293 -0.983124565288 -2187.519890464600 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.8932	0.992269560818 -0.060058785757 0.108600464676 367.722250640874 -0.076004809311 -0.985876761253 0.149232304088 -82.015096479925 0.098103963406 -0.156332830446 -0.982820257468 -2187.746029178072 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.9256	0.992336482323 -0.058526260126 0.108825469103 367.409217813967 -0.074552132607 -0.985935596925 0.149575994865 -82.034526056092 0.098540780256 -0.156542887388 -0.982743119556 -2187.839584913825 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994697.9600	0.992324980652 -0.057464882450 0.109493927042 367.284120784609 -0.073631960497 -0.985961762163 0.149859060274 -82.148053467458 0.099345191970 -0.156771141597 -0.982625738516 -2187.594591510333 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.0287	0.992488641169 -0.056095007449 0.108718201281 366.866934207986 -0.071829940843 -0.986569876374 0.146698120742 -82.361656726499 0.099029070221 -0.153405440483 -0.983188697088 -2187.947571931018 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.0625	0.992575533579 -0.055508987023 0.108224592860 366.805702987638 -0.071180029945 -0.986603436567 0.146789176339 -82.437279082415 0.098626636752 -0.153402774789 -0.983229563841 -2188.178466902313 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.1295	0.992388533385 -0.055226777089 0.110068169329 366.529340822362 -0.070469168165 -0.987669709327 0.139794998539 -82.545842519413 0.100990569584 -0.146487365908 -0.984043879349 -2187.672740743452 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.1626	0.992345741295 -0.055424177856 0.110354384791 366.378056036782 -0.070548314591 -0.987882454800 0.138243230598 -82.623701718018 0.101355143145 -0.144970397002 -0.984231029256 -2187.907127536364 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.2283	0.992296199198 -0.056247531470 0.110383278898 366.273312605169 -0.070617196388 -0.988874649974 0.130920350644 -82.605326031513 0.101791279740 -0.137706724026 -0.985228599629 -2188.214493270750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.2607	0.992350368638 -0.056462723487 0.109784820086 366.144129048616 -0.070660396055 -0.988984491101 0.130064540870 -82.685193186468 0.101231686217 -0.136827033947 -0.985408802724 -2188.379050179962 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.3284	0.992431767459 -0.056880552695 0.108829176530 366.024711363101 -0.070526071889 -0.989525904441 0.125954585562 -82.722908472353 0.100524922894 -0.132676626297 -0.986048504239 -2188.698190868437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.3953	0.992332591169 -0.058179536822 0.109046641390 365.872475303308 -0.071428633742 -0.989978226552 0.121823894352 -82.711740903090 0.100866142908 -0.128678873357 -0.986543343582 -2188.573988984384 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.4276	0.992409339964 -0.058915831141 0.107947333419 365.857458632069 -0.072036087225 -0.989914735238 0.121982044156 -82.674815759143 0.099671982466 -0.128832223454 -0.986644694969 -2188.907294558064 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.4964	0.992432916989 -0.060112103477 0.107067456740 365.919266570489 -0.073250651317 -0.989656963450 0.123342761345 -82.656303718051 0.098545661289 -0.130252177372 -0.986571397787 -2188.637816898065 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.5611	0.992401642495 -0.062012391470 0.106270613425 365.946308465788 -0.074701890350 -0.989969155980 0.119919547138 -82.739435325428 0.097768131576 -0.126946971259 -0.987079459282 -2188.680173556649 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.5934	0.992417904291 -0.062489961950 0.105838121197 365.972300095139 -0.075139284231 -0.989915765657 0.120086905481 -82.707156678792 0.097266598627 -0.127128995742 -0.987105580591 -2188.714242464395 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.6599	0.992319511684 -0.062961673597 0.106479173503 365.922710367118 -0.075552329834 -0.990054418195 0.118676427605 -82.625643900391 0.097948109674 -0.125809684326 -0.987207217934 -2188.291015874204 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.7256	0.992407963975 -0.063610091080 0.105262478367 365.953160865009 -0.075881283780 -0.990227643488 0.117009592957 -82.684947391369 0.096790825036 -0.124108703905 -0.987536614918 -2188.646222632556 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.7581	0.992554112523 -0.063463991103 0.103964684134 365.974297396999 -0.075609615851 -0.990203448075 0.117389596688 -82.667722948843 0.095496176388 -0.124376256789 -0.987628992609 -2189.016723104490 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.7904	0.992576330177 -0.063142720265 0.103948187332 365.958954530398 -0.075371707083 -0.990117374051 0.118265343078 -82.678485140114 0.095453310804 -0.125222132547 -0.987526244197 -2188.808867837999 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.8591	0.992608314725 -0.062875207018 0.103804825910 365.932317728630 -0.075043812076 -0.990195262525 0.117820916407 -82.667085458782 0.095379032333 -0.124739931122 -0.987594446002 -2188.698493964920 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.8914	0.992580799262 -0.062868512228 0.104071644103 365.904532024552 -0.075011848310 -0.990269854203 0.117212791407 -82.700163245197 0.095690018023 -0.124149772560 -0.987638726673 -2188.532817380252 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.9258	0.992666365454 -0.062681947367 0.103365663404 365.930061307711 -0.074774367104 -0.990242023049 0.117599021308 -82.689568593713 0.094985687979 -0.124465695124 -0.987666952883 -2188.812784646090 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994698.9948	0.992778346604 -0.062397587301 0.102458262790 365.964644348111 -0.074452557212 -0.990171378304 0.118395347514 -82.715357603324 0.094063655253 -0.125168617023 -0.987666363745 -2188.925120575814 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994699.0289	0.992723467375 -0.062438014817 0.102964127878 365.942558644017 -0.074493116044 -0.990247657559 0.117729997714 -82.724995082876 0.094609159102 -0.124543450271 -0.987693290454 -2188.708753689953 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994699.0965	0.992773924744 -0.062478820194 0.102451605044 366.050634084384 -0.074282590164 -0.990494442696 0.115770703489 -82.592963502520 0.094244528475 -0.122544506263 -0.987978143907 -2188.752212473866 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994699.1629	0.992823034426 -0.062093725619 0.102209547261 366.175849686344 -0.074143778059 -0.990162153955 0.118665955732 -82.638599117940 0.093835614175 -0.125392496241 -0.987659657675 -2188.622687901568 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994699.1958	0.992857681525 -0.062165483785 0.101828664248 366.277049920256 -0.074108492206 -0.990238847634 0.118046414685 -82.589238279150 0.093496286663 -0.124749658367 -0.987773236688 -2188.716320402674 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
3474994699.2609	0.992803134856 -0.062477308522 0.102169082113 366.463474991597 -0.074420353615 -0.990268122673 0.117603810251 -82.544980836253 0.093827215603 -0.124360890708 -0.987790879931 -2188.533465881784 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |	
