0.00000,0.00000,0.00000
0.00000,0.00000,-1.00000
0.00000,-1.00000,-1.00000
0.00000,-1.01040,-1.00000
0.00000,-1.01040,0.00000
0.00000,-0.01040,0.00000
0.00000,0.00000,0.00000
-1.00000,0.00000,0.00000
-2.00000,0.00000,0.00000
-3.00000,0.00000,0.00000
-4.00000,0.00000,0.00000
-4.35420,0.00000,0.00000
-4.35420,0.00000,-1.00000
-3.35420,0.00000,-1.00000
-3.34380,0.00000,-1.00000
-3.34380,0.00000,0.00000
-3.34380,-1.00000,0.00000
-3.34380,-2.00000,0.00000
-3.34380,-3.00000,0.00000
-3.34380,-4.00000,0.00000
-3.34380,-4.35420,0.00000
-4.34380,-4.35420,0.00000
-4.35420,-4.35420,0.00000
-4.35420,-4.35420,-1.00000
-4.35420,-3.35420,-1.00000
-4.35420,-3.34380,-1.00000
-4.35420,-3.34380,0.00000
-4.35420,-4.34380,0.00000
-4.35420,-4.35420,0.00000
-3.35420,-4.35420,0.00000
-2.35420,-4.35420,0.00000
-1.35420,-4.35420,0.00000
-0.35420,-4.35420,0.00000
0.00000,-4.35420,0.00000
0.00000,-4.35420,-1.00000
-1.00000,-4.35420,-1.00000
-2.00000,-4.35420,-1.00000
-3.00000,-4.35420,-1.00000
-4.00000,-4.35420,-1.00000
-4.35420,-4.35420,-1.00000
-4.35420,-3.35420,-1.00000
-4.35420,-2.35420,-1.00000
-4.35420,-1.35420,-1.00000
-4.35420,-0.35420,-1.00000
-4.35420,0.00000,-1.00000
-3.35420,0.00000,-1.00000
-2.35420,0.00000,-1.00000
-1.35420,0.00000,-1.00000
-0.35420,0.00000,-1.00000
0.00000,0.00000,-1.00000
0.00000,-1.00000,-1.00000
0.00000,-2.00000,-1.00000
0.00000,-3.00000,-1.00000
0.00000,-4.00000,-1.00000
0.00000,-4.35420,-1.00000
-1.00000,-4.35420,-1.00000
-1.01040,-4.35420,-1.00000
-1.01040,-4.35420,0.00000
-1.01040,-3.74060,0.00000
-0.61360,-3.74060,0.00000
-0.61360,-3.74060,-1.00000
-0.61360,-3.74060,-2.00000
-1.61360,-3.74060,-2.00000
-2.61360,-3.74060,-2.00000
-3.61360,-3.74060,-2.00000
-3.74060,-3.74060,-2.00000
-3.74060,-2.74060,-2.00000
-3.74060,-1.74060,-2.00000
-3.74060,-0.74060,-2.00000
-3.74060,-0.61360,-2.00000
-2.74060,-0.61360,-2.00000
-1.74060,-0.61360,-2.00000
-0.74060,-0.61360,-2.00000
-0.61360,-0.61360,-2.00000
-0.61360,-1.61360,-2.00000
-0.61360,-2.61360,-2.00000
-0.61360,-3.61360,-2.00000
-0.61360,-3.74060,-2.00000
-0.61360,-3.74060,-1.00000
-0.61360,-3.74060,0.00000
-0.61360,-3.74060,0.00000
