Certus1	
3476099923	0.389119437597 0.728360119421 0.563983687460 305.321929931641 0.907194855733 -0.409298186561 -0.097326708611 -271.044433593750 0.159948607420 0.549514814099 -0.820030433624 -1716.732666015625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.389899046461 0.726491921615 0.565851766276 306.140960693359 0.908125741088 -0.405178324053 -0.105537500875 -274.706878662109 0.152598728509 0.555013525552 -0.817724656906 -1715.535766601562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.390560366764 0.726645663699 0.565197911655 306.624267578125 0.908593926328 -0.403011607714 -0.109721105937 -277.432098388672 0.148052953207 0.556388105080 -0.817626197949 -1714.660034179687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.388993002332 0.733812294926 0.556959567610 306.856842041016 0.909027698695 -0.403861226110 -0.102784984555 -280.282318115234 0.149509488469 0.546274313747 -0.824154892601 -1714.866210937500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.387594525120 0.735836527200 0.555261280241 307.043701171875 0.909138163639 -0.404740440212 -0.098249557105 -281.299835205078 0.152441082098 0.542890211088 -0.825852247799 -1715.585083007812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.382804031451 0.733479930786 0.561665616393 308.357147216797 0.910321735784 -0.403072424071 -0.094058270835 -283.173370361328 0.157402067535 0.547302304112 -0.822000472657 -1716.719726562500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.381127048115 0.733461532169 0.562828885207 308.877868652344 0.910934079215 -0.401911655958 -0.093092019689 -283.807769775391 0.157928073881 0.548179898969 -0.821314508484 -1716.635498046875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.382801145911 0.738890627101 0.554530363345 308.312377929687 0.910576829776 -0.403088294528 -0.091485867161 -283.868438720703 0.155926648667 0.539963395053 -0.827119345825 -1715.583496093750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.383801689447 0.741827620807 0.549898212567 307.667907714844 0.910132756129 -0.404534572597 -0.089499417847 -283.409210205078 0.156059698188 0.534830403568 -0.830422669501 -1715.294067382812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.385270350343 0.742301976596 0.548228540564 306.905731201172 0.909428086032 -0.406202686506 -0.089106306240 -282.589904785156 0.156548118747 0.532904450176 -0.831568117173 -1715.370727539062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.388145909364 0.742879931072 0.545410085214 305.268890380859 0.907575172918 -0.410960576196 -0.086131935518 -280.480285644531 0.160156356563 0.528432410836 -0.833732048461 -1716.040893554687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.389639265741 0.742760315329 0.544507443995 304.300750732422 0.906402011991 -0.414009113237 -0.083856107800 -279.002441406250 0.163146054968 0.526216275052 -0.834553651133 -1716.567016601562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.393710520942 0.741688926505 0.543037348622 301.713806152344 0.903648098320 -0.420606078645 -0.080688543242 -274.674224853516 0.168559010743 0.522482595793 -0.835822826316 -1717.568115234375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.399809727230 0.747149578289 0.530961099964 298.154388427734 0.900937586327 -0.426952817311 -0.077606425856 -269.630798339844 0.168711729161 0.509390615787 -0.843835027118 -1716.706054687500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.403083453400 0.746432633355 0.529492260054 296.679138183594 0.899498759384 -0.429729165501 -0.078960915543 -267.120910644531 0.168599262931 0.508105469543 -0.844631943724 -1716.362548828125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.408090658682 0.745851289297 0.526467348038 294.338745117187 0.897414242989 -0.433634201776 -0.081296097875 -262.389312744141 0.167659448813 0.505635474728 -0.846299637197 -1715.495483398437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.409451609776 0.740732307601 0.532602128918 294.028869628906 0.896407345556 -0.435232714658 -0.083823355479 -258.521057128906 0.169715202867 0.511750068459 -0.842204617268 -1716.101074218750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.409135695654 0.736846174430 0.538205999381 294.129669189453 0.896275817817 -0.435165962602 -0.085558420917 -257.135986328125 0.171165536656 0.517386026310 -0.838459336426 -1716.652954101562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.407428741022 0.726869687930 0.552867323829 294.814300537109 0.896751688342 -0.432938814603 -0.091653653858 -255.112472534180 0.172737461034 0.533127038874 -0.828213336029 -1718.020751953125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.404322656801 0.722732710714 0.560518169252 294.726715087891 0.897638506134 -0.431100214110 -0.091639062089 -252.648391723633 0.175408955026 0.540194441158 -0.823056294696 -1717.874511718750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.402958002243 0.721954311932 0.562500506588 294.209899902344 0.897902510082 -0.430842315766 -0.090255090346 -251.012924194336 0.177188969229 0.541439627686 -0.821855947691 -1717.172851562500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.402456001885 0.725598134160 0.558154561255 293.081054687500 0.898169854954 -0.430849013309 -0.087521650932 -249.272201538086 0.176974795376 0.536541215037 -0.825108142226 -1715.763671875000 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.403584564667 0.733300312603 0.547165560593 291.324035644531 0.898149257115 -0.431577610482 -0.084075430862 -246.812652587891 0.174491865446 0.525367887929 -0.832791193053 -1712.723144531250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.402829440750 0.729514346008 0.552754249766 291.520538330078 0.898775383693 -0.429438773329 -0.088233494937 -246.360702514648 0.173006506617 0.532344962342 -0.828660117139 -1711.978149414062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.401258857728 0.726555664368 0.557770737551 292.435455322266 0.899750707002 -0.426718731491 -0.091431884180 -246.525100708008 0.171580868236 0.538542468863 -0.824943643461 -1711.396972656250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.399453990627 0.723482528254 0.563036003008 293.593048095703 0.900675596973 -0.424229515579 -0.093876446086 -246.886810302734 0.170938522252 0.544612109141 -0.821083230975 -1710.938232421875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.398555178743 0.724736472498 0.562059440743 294.080932617187 0.901979319947 -0.420718450736 -0.097104539531 -247.901290893555 0.166093575688 0.545667509240 -0.821376827939 -1709.500366210937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.399279727110 0.723758748353 0.562804560839 293.721069335937 0.902202647699 -0.419381194829 -0.100746195508 -249.118179321289 0.163113708817 0.547989678376 -0.820427468086 -1708.449829101562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.400334196031 0.725328109769 0.560028271311 293.432647705078 0.902537228881 -0.417874190600 -0.103960142917 -250.880767822266 0.158616146634 0.547065164318 -0.821924950356 -1706.958251953125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099924	0.399167122786 0.735081757056 0.548014980206 294.277893066406 0.905010017010 -0.411735392551 -0.106915086084 -255.033523559570 0.147045833664 0.538636033853 -0.829607585451 -1702.749755859375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.397081576788 0.742991928022 0.538784944361 295.147338867187 0.907275417654 -0.406356303209 -0.108286062646 -258.047058105469 0.138482987752 0.531824735921 -0.835454913425 -1699.579345703125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.397303626715 0.747495455725 0.532353615437 295.260559082031 0.907401089025 -0.406605533198 -0.106278897288 -258.797241210937 0.137014932893 0.525283241730 -0.839824043548 -1698.874877929687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.398389119315 0.754453109538 0.521619224262 294.955596923828 0.906850670444 -0.409247580387 -0.100689023548 -259.099151611328 0.137506258501 0.513144154654 -0.847216091335 -1698.778930664062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.398363505957 0.755904928279 0.519532729022 295.005767822266 0.906559902948 -0.410616171496 -0.097690849487 -258.678649902344 0.139483545583 0.509904009702 -0.848847596098 -1699.312988281250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.398295350072 0.760301203162 0.513130484947 294.875915527344 0.906611991258 -0.411290412280 -0.094312746079 -258.563049316406 0.139339554389 0.502774578949 -0.853113246495 -1698.728515625000 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.397969804696 0.764066939875 0.507761504980 294.807159423828 0.906782721129 -0.411575137636 -0.091383821010 -258.468383789062 0.139158654825 0.496797360570 -0.856637176008 -1697.800048828125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.398107658791 0.760932655207 0.512339522438 294.670898437500 0.906695959383 -0.411227625958 -0.093777805942 -258.216491699219 0.139329570622 0.501869837597 -0.853647431239 -1697.810791015625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.402293464185 0.765510781136 0.502148596172 292.519958496094 0.905045631248 -0.415230494505 -0.092065421258 -256.752044677734 0.138030337361 0.491504710453 -0.859866702211 -1696.276855468750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.405392686959 0.766540657797 0.498068458452 291.078216552734 0.903730984072 -0.418062200092 -0.092164555460 -255.576324462891 0.137575716569 0.487482734872 -0.862225901613 -1695.692504882812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.407908241489 0.764627487469 0.498954579027 289.610382080078 0.902827871915 -0.419234609603 -0.095625183945 -254.435058593750 0.136061384009 0.489476401390 -0.861336259694 -1695.979125976562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.415320644061 0.757052780238 0.504360833681 286.980072021484 0.899066127954 -0.426037864353 -0.100855518953 -252.454513549805 0.138523861419 0.495341120918 -0.857582832002 -1697.553588867187 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.418738235338 0.750470441162 0.511324170374 285.195220947266 0.896821989867 -0.430241715106 -0.102967883698 -250.216430664062 0.142718634932 0.501683349859 -0.853197050931 -1698.328735351562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.419672189396 0.748264989533 0.513784739834 284.428924560547 0.896416839386 -0.430554353670 -0.105165577070 -249.184600830078 0.142520537159 0.504700360584 -0.851449025200 -1698.324096679687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.421669610321 0.749353955845 0.510552042980 283.827270507812 0.895756949917 -0.431659217923 -0.106253499976 -248.201950073242 0.140763015052 0.502134412724 -0.853256588109 -1697.792480468750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.426324635403 0.749351891971 0.506674498320 283.136169433594 0.894194781571 -0.433712384912 -0.110947103543 -246.548843383789 0.136612583092 0.500365175819 -0.854968825729 -1696.793579101562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.427421257765 0.749194254957 0.505983237617 282.904113769531 0.894006296591 -0.433476421287 -0.113361959421 -246.326049804687 0.134401674345 0.500805511678 -0.855061418500 -1696.318481445312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.427964817529 0.747512885293 0.508006497280 282.906372070312 0.894002463930 -0.432646037866 -0.116520386230 -246.478057861328 0.132686508152 0.504025686092 -0.853435643920 -1695.987304687500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.429172987005 0.741354355307 0.515949868779 283.242156982422 0.894022089550 -0.429996482881 -0.125807504174 -247.076095581055 0.128588687768 0.515263762143 -0.847330044788 -1695.308715820312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.433369183611 0.756968675067 0.489070113238 281.531982421875 0.893240910841 -0.432820975366 -0.121600487181 -245.952011108398 0.119632043765 0.489555337271 -0.863726661540 -1690.474487304687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099925	0.435536219411 0.765411773532 0.473764729079 280.262023925781 0.892671667811 -0.435044765247 -0.117785167650 -244.967605590820 0.115954711278 0.474216057478 -0.872739156772 -1687.987060546875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.435157182937 0.758359259630 0.485313774245 280.048187255859 0.892795058445 -0.433153532885 -0.123672958101 -243.942779541016 0.116426842930 0.487102915494 -0.865549270673 -1688.205322265625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.433136296378 0.760182974108 0.484267276032 281.097381591797 0.893593387634 -0.432411553691 -0.120462051333 -243.721252441406 0.117829564782 0.484914522479 -0.866587617932 -1688.917602539062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.432137635068 0.761769492787 0.482663758963 281.587402343750 0.894003638473 -0.432133516886 -0.118398133350 -243.814361572266 0.118383101645 0.482667446014 -0.867765854250 -1689.168701171875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.431047829107 0.760541126954 0.485566641392 282.067352294922 0.894340372518 -0.431546519284 -0.117995337949 -244.025039672852 0.119804286674 0.485123485213 -0.866199825092 -1689.692993164062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.430699612492 0.761702989301 0.484052063201 282.222503662109 0.894539626712 -0.431363737807 -0.117150253724 -244.087966918945 0.119568808817 0.483460320806 -0.867161702431 -1689.652221679687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.430987173505 0.765937555577 0.477063640651 281.948486328125 0.894520410517 -0.432181815096 -0.114245848369 -243.749191284180 0.118673044298 0.475981658951 -0.871411595573 -1688.847045898437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.432295130625 0.770076222488 0.469151928054 281.347808837891 0.894027576745 -0.433891061024 -0.111594082208 -243.359375000000 0.117624878566 0.467676339708 -0.876038372002 -1688.455932617187 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.432156679787 0.770538053802 0.468520769827 281.302276611328 0.893878762058 -0.434715374670 -0.109559580904 -243.006484985352 0.119253355751 0.466147670453 -0.876632754620 -1688.894287109375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.432308614351 0.768307775401 0.472030109439 281.446533203125 0.893627071686 -0.435037300831 -0.110332242048 -242.512649536133 0.120581585278 0.469516463124 -0.874651000198 -1689.948730468750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.432404784512 0.768161372788 0.472180270329 281.368927001953 0.893433698338 -0.435665810122 -0.109414480595 -241.851684570312 0.121664822380 0.469173110107 -0.874685236956 -1690.812622070312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.432753776729 0.772816649994 0.464196719311 280.955474853516 0.893061090578 -0.437837142061 -0.103636506733 -241.050125122070 0.123150546987 0.459405118086 -0.879648157080 -1690.852783203125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.432251721815 0.771807682770 0.466338235409 280.993560791016 0.893092252712 -0.437911463181 -0.103052309823 -239.943191528320 0.124678294557 0.461027603546 -0.878583446029 -1691.773925781250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.432063406326 0.772891214228 0.464715379435 281.088287353516 0.893264901220 -0.437665884867 -0.102598194295 -239.780120849609 0.124092824786 0.459442862816 -0.879496007179 -1691.671142578125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.431763062459 0.774911573902 0.461619660033 281.107910156250 0.893357733067 -0.438008834116 -0.100300658054 -239.727447509766 0.124469348300 0.455697612314 -0.881389282590 -1691.208007812500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.431368478855 0.775145687048 0.461595493155 281.034149169922 0.893478244870 -0.437931352327 -0.099562827371 -239.540466308594 0.124971442319 0.455373796458 -0.881485589278 -1690.945922851562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.432229059664 0.775947637111 0.459438031125 280.403808593750 0.893023419090 -0.439082839351 -0.098566896801 -238.565048217773 0.125248604542 0.452892398533 -0.882723774695 -1690.677856445312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.433470814808 0.777111564756 0.456290114546 279.904510498047 0.892477089388 -0.440342728732 -0.097892421415 -237.723190307617 0.124850701349 0.449661981020 -0.884429988861 -1690.809570312500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.434508276786 0.770380566813 0.466600835491 279.756927490234 0.891502667305 -0.441590426509 -0.101098414447 -236.474365234375 0.128162208128 0.459903987255 -0.878671025421 -1692.765502929687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.435362039129 0.769838153712 0.466700237812 279.365234375000 0.890970671877 -0.442714991701 -0.100869707932 -236.092514038086 0.128961842190 0.459731066180 -0.878644518590 -1693.088012695312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.435566441840 0.770967824757 0.464640170381 279.297515869141 0.891035767729 -0.442568833627 -0.100936059610 -236.098281860352 0.127816803945 0.457975371271 -0.879728039759 -1692.724853515625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.434597983688 0.773153705607 0.461906852168 279.654846191406 0.891635123618 -0.441645344242 -0.099680470704 -236.487762451172 0.126930685432 0.455173304814 -0.881309175988 -1692.048583984375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.433427739949 0.771251202254 0.466167327539 280.127105712891 0.892176300411 -0.440196891379 -0.101233126028 -236.905059814453 0.127129238288 0.459780686678 -0.878885588077 -1692.135009765625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.433884859586 0.767626367625 0.471692366218 279.928833007812 0.891774851092 -0.440498419614 -0.103434797230 -236.921157836914 0.128380464179 0.465522182118 -0.875675484625 -1692.764038085937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099926	0.434962198061 0.769790584056 0.467151306277 279.264953613281 0.891171012122 -0.442298272339 -0.100928021085 -236.732391357422 0.128926775388 0.460211576326 -0.878398082650 -1692.786621093750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.435164635149 0.764660267928 0.475317173021 279.212738037109 0.890641832078 -0.442916800517 -0.102868045439 -236.706863403320 0.131866854319 0.468101893259 -0.873780149843 -1694.474487304687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.438665491160 0.757391515028 0.483663808682 277.166961669922 0.887757467827 -0.448776111622 -0.102404491872 -235.380462646484 0.139496470148 0.474297474799 -0.869242566960 -1697.816650390625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.439780382785 0.763706064137 0.472595241743 276.700775146484 0.887227072678 -0.451092048522 -0.096664808836 -235.143295288086 0.139360455023 0.461810579525 -0.875962129441 -1697.124755859375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.437977448794 0.762663670094 0.475941047470 277.624633789062 0.888311412539 -0.448493644981 -0.098773907301 -235.542831420898 0.138125264525 0.466044608090 -0.873912944503 -1696.821411132812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.434819987239 0.753033766887 0.493833701388 278.829132080078 0.889499268619 -0.444680036369 -0.105122387633 -235.965835571289 0.140437280750 0.484974031453 -0.863178752630 -1698.679443359375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.434194429732 0.755467717516 0.490656422541 279.157043457031 0.889864090012 -0.444394312619 -0.103225947412 -236.135192871094 0.140061052747 0.481437662323 -0.865217128125 -1698.738891601562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.432059298758 0.752286476355 0.497382971010 280.489868164062 0.890902461011 -0.441689430425 -0.105845415659 -236.490982055664 0.140062726384 0.488851209004 -0.861049898748 -1699.089233398437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.432963920397 0.754958134239 0.492524577235 279.872222900391 0.890461990464 -0.443119172576 -0.103551158540 -236.051025390625 0.140070293688 0.483408330961 -0.864116137093 -1699.009399414062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.433711854299 0.757614062752 0.487765270762 279.577178955078 0.890109963715 -0.444346158269 -0.101295331218 -235.712326049805 0.139993856778 0.478097713394 -0.867078022159 -1698.880126953125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.433206580916 0.755845420961 0.490947815825 279.852142333984 0.890413643185 -0.443296502075 -0.103207341208 -235.257431030273 0.139626653195 0.481856732713 -0.865054036958 -1698.998291015625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.434149449330 0.760413402896 0.482996596616 279.363861083984 0.890166197001 -0.444424587771 -0.100453608706 -234.779678344727 0.138269292916 0.473559122477 -0.869840997054 -1698.035156250000 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.436278805426 0.760828096936 0.480417954337 277.915008544922 0.889015948783 -0.446922300827 -0.099554506845 -233.255844116211 0.138965631527 0.470532744808 -0.871371039981 -1697.123535156250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.437634877897 0.761520301339 0.478082152246 277.184020996094 0.888160027319 -0.449002600722 -0.097818354200 -232.380523681641 0.140169467150 0.467422180896 -0.872851089983 -1697.240600585937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.439058368782 0.761179613889 0.477318912471 276.345031738281 0.886973697180 -0.451891446894 -0.095245896155 -230.636779785156 0.143197099527 0.465187828327 -0.873553017889 -1697.921020507812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.438215722933 0.764482818158 0.472792767411 276.505279541016 0.887517696712 -0.451323087612 -0.092842924403 -228.974700927734 0.142405471095 0.460297177191 -0.876268903061 -1697.178100585937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.437323918045 0.767057312741 0.469436757909 277.003906250000 0.888364734398 -0.449647385667 -0.092872639892 -228.290679931641 0.139842373348 0.457646487513 -0.878068222340 -1696.016113281250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.437274914687 0.767585102656 0.468618991469 277.260101318359 0.888627871851 -0.448918845087 -0.093874255766 -227.491912841797 0.138315416187 0.457476754280 -0.878398465925 -1695.221435546875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.440923683059 0.760702971128 0.476358368705 275.586395263672 0.886522336171 -0.452030927703 -0.098722782936 -225.425765991211 0.140230001027 0.465831546933 -0.873691316596 -1696.237670898437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.446324528824 0.766088064954 0.462497018049 272.489532470703 0.883653553695 -0.458880247956 -0.092656975335 -222.762069702148 0.141247343383 0.450042214431 -0.881765951496 -1696.137939453125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.444817608792 0.773489853081 0.451498330107 273.377410888672 0.884943476243 -0.457191426937 -0.088606111472 -222.089004516602 0.137885237657 0.438964060392 -0.887861596715 -1693.640991210937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099927	0.442639092689 0.754143425567 0.485116818198 274.523681640625 0.885833173111 -0.451726518409 -0.106031797039 -221.649871826172 0.139176948668 0.476666388831 -0.867997079902 -1696.015625000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.444382144679 0.766983841525 0.462882594541 273.861419677734 0.885513554104 -0.454297502749 -0.097362849657 -221.147430419922 0.135610674314 0.453155123368 -0.881056286044 -1693.935058593750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.442890467569 0.765141253611 0.467340235544 274.820709228516 0.886404043207 -0.451970513461 -0.100052621901 -221.501037597656 0.134669617671 0.458564626835 -0.878397732859 -1693.441040039062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.440080785733 0.764781714639 0.470571812780 276.443634033203 0.888584310446 -0.446422679585 -0.105473761573 -222.539443969727 0.129409525374 0.464559705642 -0.876035076145 -1692.619262695312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.437580213202 0.770722151351 0.463153238605 277.919433593750 0.890447973380 -0.443032211850 -0.104042616105 -223.705734252930 0.125003854808 0.457940852818 -0.880150107427 -1690.986450195312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.436476194808 0.770084449234 0.465250977875 278.298858642578 0.890997497204 -0.441781900829 -0.104652816858 -224.103225708008 0.124947954537 0.460215920136 -0.878970599912 -1691.001342773437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.436797698406 0.768176567513 0.468094575691 277.644927978516 0.890511328019 -0.442870196403 -0.104190036992 -223.728591918945 0.127268791686 0.462353490592 -0.877514617770 -1691.853759765625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.435236685871 0.771480138684 0.464098505588 278.518676757812 0.891522833370 -0.441180801369 -0.102696339194 -224.286117553711 0.125523164606 0.458451628986 -0.879810228985 -1691.150024414062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.434262232443 0.766775067269 0.472728579302 279.043365478516 0.892157927853 -0.438579214034 -0.108178116021 -224.847152709961 0.124380646572 0.468726219912 -0.874542843733 -1690.671264648437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.438224353718 0.764673127463 0.472476903080 277.191436767578 0.890317701745 -0.441574604833 -0.111113717989 -224.048782348633 0.123668127531 0.469347287733 -0.874310767251 -1690.432006835937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.438984257008 0.766671707322 0.468516077943 276.861541748047 0.890042119021 -0.442411924845 -0.109985067728 -223.758682250977 0.122954660208 0.465280756046 -0.876581981098 -1690.209472656250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.439463014038 0.763857589227 0.472645578285 276.915008544922 0.889844862353 -0.442064765248 -0.112937435202 -223.590087890625 0.122671839624 0.470213065223 -0.873985865479 -1690.588500976562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.438197032966 0.764970880899 0.472020033130 277.656280517578 0.890726133009 -0.440100621531 -0.113659134713 -224.108062744141 0.120790381552 0.470245674413 -0.874230341169 -1690.334838867187 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.438730476246 0.764829072927 0.471754235188 277.303771972656 0.890394383125 -0.440856499551 -0.113328678200 -223.854125976562 0.121298852889 0.469768066186 -0.874416692589 -1690.369750976562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.439567320763 0.763989605619 0.472335106703 276.637786865234 0.889617658822 -0.442867247955 -0.111575184519 -223.500259399414 0.123939467601 0.469242456727 -0.874328613952 -1691.272949218750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.437447498371 0.768144275420 0.467540434944 277.904418945312 0.891072522261 -0.440209340611 -0.110478488902 -224.369216918945 0.120952247768 0.464940973219 -0.877040731769 -1690.337280273437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099928	0.435193384566 0.768710812260 0.468711430567 279.437530517578 0.892565637729 -0.436615448017 -0.112665579920 -225.314056396484 0.118039401794 0.467387031985 -0.876137010950 -1689.497680664062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
