Certus1	
3476099918	0.361692966521 0.730172024644 0.579678369785 315.016998291016 0.919827372888 -0.380842648577 -0.094215079001 -260.445678710937 0.151973030686 0.567280963414 -0.809380322526 -1710.866699218750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099918	0.359568436629 0.724652241415 0.587868750991 315.814422607422 0.921319858750 -0.375576504761 -0.100558475252 -261.869659423828 0.147919766270 0.577772808363 -0.802681957355 -1709.153076171875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099918	0.363368535558 0.746428009666 0.557502048204 314.388610839844 0.921427943800 -0.376317685859 -0.096724059537 -264.695190429687 0.137600333395 0.548844445809 -0.824521632557 -1703.908813476562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099918	0.373244709994 0.753717233330 0.540923949038 311.585266113281 0.918858923357 -0.380786108170 -0.103441861898 -268.983276367187 0.128010411409 0.535641925177 -0.834686206046 -1701.789916992187 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099918	0.374845979121 0.738317428701 0.560694093435 311.911285400391 0.918486611974 -0.377940737431 -0.116375008543 -272.356597900391 0.125987442073 0.558612722255 -0.819804239422 -1702.816528320312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099918	0.382217544721 0.749220574510 0.540905055659 310.666870117187 0.916591533087 -0.381717325460 -0.118961527044 -279.523864746094 0.117344407537 0.541258177004 -0.832628293926 -1700.260253906250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099918	0.384204067600 0.749311407434 0.539369677614 310.375274658203 0.916097029416 -0.381978181633 -0.121897093696 -286.967010498047 0.114688565843 0.540948318646 -0.833199525576 -1698.601196289062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099918	0.381540900876 0.744689531468 0.547598431956 311.415405273437 0.917221547195 -0.378452369599 -0.124412367976 -290.795928955078 0.114591336145 0.549737487958 -0.827440342269 -1699.168090820312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099918	0.372396010610 0.723455202342 0.581320721707 314.672668457031 0.919990099916 -0.370255918695 -0.128564266920 -297.696014404297 0.122226950133 0.582686128955 -0.803453450914 -1703.360473632812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099918	0.369405577579 0.721306509253 0.585880908516 315.722045898437 0.921084317017 -0.367701018321 -0.128061087266 -300.621368408203 0.123057710849 0.586952196380 -0.800214920484 -1704.754638671875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099918	0.364850823882 0.730491559156 0.577291917764 317.081939697266 0.923058314370 -0.364935229186 -0.121596162652 -304.593414306641 0.121849187873 0.577238564635 -0.807433226288 -1705.753540039062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099918	0.363338148537 0.729872735259 0.579026061714 317.914794921875 0.923440078859 -0.364496421064 -0.120003249073 -305.351104736328 0.123465827557 0.578297630427 -0.806429190982 -1706.856323242187 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099918	0.362758419215 0.727888771370 0.581879941055 318.449462890625 0.923566840301 -0.364054151321 -0.120369707165 -305.666290283203 0.124220049853 0.581070143287 -0.804317641107 -1707.914672851562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.362627576952 0.730480632806 0.578704834548 318.497467041016 0.923486606991 -0.365083433609 -0.117841305204 -305.850921630859 0.125194756847 0.577158671077 -0.806978401978 -1708.434204101562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.362673836461 0.734251842716 0.573883193529 318.358184814453 0.922995009909 -0.368017750842 -0.112441748248 -306.015472412109 0.128638641279 0.570471004113 -0.811181196426 -1709.085327148437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.362164224274 0.738373890019 0.568894606404 318.261901855469 0.922727075718 -0.370399348292 -0.106672707479 -306.135253906250 0.131953849479 0.563567494914 -0.815462972969 -1709.983520507812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.360868034879 0.740108816806 0.567462069824 318.603057861328 0.922650590077 -0.372034054582 -0.101521184299 -306.185058593750 0.135978491065 0.560204963846 -0.817117034732 -1711.073608398437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.359058329920 0.740337379507 0.568311252941 319.341644287109 0.922933655960 -0.372217704873 -0.098221417603 -306.360107421875 0.138818523303 0.559780800567 -0.816930151790 -1712.145751953125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.357096963587 0.737882492315 0.572722608365 320.235290527344 0.923271708867 -0.371786185101 -0.096666354920 -306.510559082031 0.141601942793 0.563297843155 -0.814029747426 -1713.070678710937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.353890536307 0.733687861691 0.580054833546 321.491943359375 0.924284132760 -0.369194062572 -0.096925673012 -306.766540527344 0.143039610737 0.570436557181 -0.808790333765 -1714.056518554687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.352451185253 0.734967403075 0.579310865107 321.738403320312 0.924874214257 -0.368007553732 -0.095802547974 -306.862915039062 0.142779024426 0.569555402760 -0.809457097919 -1714.044067382812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.351031945764 0.736656384507 0.578025902722 321.979766845703 0.925355888433 -0.367293571392 -0.093871785730 -306.869781494141 0.143153947885 0.567831668348 -0.810601100188 -1714.289794921875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.346620022569 0.741355673078 0.574670623879 322.314361572266 0.927111586002 -0.363871814646 -0.089785352965 -307.105865478516 0.142543561955 0.563905194604 -0.813444690464 -1714.733886718750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.347446088655 0.743098516663 0.571914163150 322.313049316406 0.927043908832 -0.363899055773 -0.090371833581 -307.265777587891 0.140963848471 0.561588881426 -0.815320257128 -1714.675415039062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.350274744565 0.735857656155 0.579500744777 323.270874023437 0.925523727660 -0.366984855954 -0.093423471560 -307.489562988281 0.143921620535 0.569065572125 -0.809599247631 -1715.526855468750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.349570189844 0.735480043754 0.580404848025 323.964172363281 0.925730785294 -0.366553577978 -0.093064427311 -307.687927246094 0.144302444649 0.569831185273 -0.808992722315 -1715.856323242187 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.348622604999 0.736719994410 0.579401354089 324.586364746094 0.925868834224 -0.366797480477 -0.090700110963 -307.820739746094 0.145702371623 0.568069765216 -0.809979975525 -1716.006469726562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.347337360861 0.732710036586 0.585228809985 325.495300292969 0.925681593585 -0.367666668070 -0.089077541998 -307.589508056641 0.149901117570 0.572675495788 -0.805960564467 -1716.774902343750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.347413726506 0.730865735451 0.587485301415 325.675018310547 0.925309370607 -0.368757730458 -0.088432487782 -307.364807128906 0.152007471206 0.574328314617 -0.804388410985 -1717.245605468750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.348233352556 0.730454026990 0.587512082107 325.644836425781 0.924903479023 -0.369760831201 -0.088490011866 -307.124633789062 0.152601070305 0.574207142209 -0.804362524723 -1717.471069335937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.348493841705 0.729604766239 0.588412208724 325.585266113281 0.924527693078 -0.370894253733 -0.087669819668 -306.733612060547 0.154274388757 0.574555774168 -0.803794174739 -1717.725097656250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.348399823319 0.729285421741 0.588863597743 325.666107177734 0.924500800414 -0.370998853013 -0.087510691329 -306.559509277344 0.154647447911 0.574893576846 -0.803480890971 -1717.818115234375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.349365445766 0.729495538443 0.588030649453 325.657623291016 0.924342294809 -0.371081926511 -0.088823002897 -306.267395019531 0.153411561922 0.574573287935 -0.803946782729 -1717.792358398437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099919	0.350818517270 0.730963467486 0.585336464900 325.311798095703 0.924099226769 -0.371386716617 -0.090069560929 -306.222747802734 0.151548629243 0.572507044430 -0.805772112357 -1717.494750976562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.351332245266 0.728423266295 0.588188063936 325.425628662109 0.924021937439 -0.370981528072 -0.092499540331 -306.154937744141 0.150828089454 0.575996745607 -0.803416851007 -1717.546752929687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.350161115209 0.726345467143 0.591446917108 325.690185546875 0.924130325517 -0.370940012334 -0.091578647675 -306.008453369141 0.152873591101 0.578641313431 -0.801126641383 -1717.865600585937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.349328012987 0.727756721155 0.590203434551 325.512817382812 0.923787322883 -0.372900877502 -0.086959287246 -305.514495849609 0.156802172889 0.575599765785 -0.802557155725 -1718.086181640625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.349875690310 0.729226768401 0.588060644473 325.189239501953 0.923536259844 -0.373741338402 -0.086012724187 -305.251770019531 0.157059791426 0.573189089408 -0.804230371038 -1718.049316406250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.350004150461 0.730659762879 0.586202529480 324.849304199219 0.923558754351 -0.373800128627 -0.085514274248 -305.143615722656 0.156640741576 0.571322828835 -0.805638816921 -1717.831909179687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.350414690842 0.732260408939 0.583955681488 324.522186279297 0.923791610401 -0.372959494108 -0.086661850364 -305.169097900391 0.154332773562 0.569820944908 -0.807146508231 -1717.512695312500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.350826628581 0.732827887083 0.582995681452 324.221740722656 0.923979933637 -0.372115136807 -0.088268948079 -305.188018798828 0.152255571046 0.569643408521 -0.807666161365 -1717.186401367187 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.351397634739 0.733828372831 0.581391108918 323.971069335937 0.924132397384 -0.371364920272 -0.089818751364 -305.093750000000 0.149996714647 0.568844456086 -0.808651328061 -1716.837890625000 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.350919140388 0.733259722035 0.582396717840 324.111450195312 0.924242962547 -0.371137822290 -0.089619546126 -305.092895507812 0.150435046086 0.569725281962 -0.807949503374 -1717.120849609375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.349561261307 0.731522940988 0.585389708999 324.524902343750 0.924278667703 -0.371514567114 -0.087669098615 -304.981140136719 0.153348847479 0.571708941010 -0.805998149965 -1717.844238281250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.348731597878 0.731854013294 0.585470730154 324.497741699219 0.924408848851 -0.371537773562 -0.086185630950 -304.810821533203 0.154449191668 0.571269976493 -0.806099287403 -1718.114624023437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.346893907886 0.732335646983 0.585959995930 324.356903076172 0.924885333654 -0.370836564758 -0.084067602743 -305.090881347656 0.155729689731 0.571108345585 -0.805967444342 -1718.105224609375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.344379058790 0.732676615365 0.587016218825 324.259857177734 0.925586015660 -0.369623551805 -0.081663685720 -305.554443359375 0.157141946918 0.571457266335 -0.805445840061 -1718.097534179687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.342693099586 0.733097046255 0.587477795553 324.044067382812 0.926109216722 -0.368625886969 -0.080228886063 -306.070922851562 0.157743964063 0.571562486722 -0.805253479082 -1717.958251953125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.343956136960 0.737555853754 0.581124374330 323.218261718750 0.925847448677 -0.369557782391 -0.078952816617 -306.836639404297 0.156526923005 0.565188825143 -0.809975872670 -1716.854370117187 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.344160290213 0.738504350396 0.579797394861 323.020477294922 0.925966564767 -0.369155001319 -0.079438692931 -307.047973632812 0.155369287746 0.564212645593 -0.810878828789 -1716.382934570312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.345491047191 0.736474930991 0.581584570232 323.068298339844 0.925576966210 -0.369620316668 -0.081780811484 -307.165649414062 0.154735955524 0.566555820310 -0.809364742586 -1716.070434570312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.346513562750 0.735952441890 0.581637648461 323.002960205078 0.925171826278 -0.370501295784 -0.082376463164 -307.201538085937 0.154872343211 0.566659327197 -0.809266188722 -1715.979614257812 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.348747087098 0.738594109776 0.576935187214 322.509948730469 0.924539797602 -0.372026376305 -0.082598656065 -307.576721191406 0.153628226217 0.562205581917 -0.812602763822 -1715.514038085937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.349055445396 0.739100589276 0.576099483572 322.528472900391 0.924630880047 -0.371601608696 -0.083486406549 -307.862213134766 0.152374642587 0.561820757312 -0.813104793338 -1715.338745117187 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.348304821619 0.736263854483 0.580171774407 323.092956542969 0.925002730115 -0.370214760705 -0.085504270279 -308.313415527344 0.151834451019 0.566442024869 -0.809993661670 -1715.524780273437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099920	0.347374646547 0.737269380742 0.579452081847 323.318756103516 0.925283891150 -0.369821893551 -0.084151576512 -308.407318115234 0.152251685427 0.565389801174 -0.810650230996 -1715.496337890625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.347071781158 0.736566204031 0.580526834697 323.436828613281 0.925305277080 -0.369803494405 -0.083997141227 -308.533508300781 0.152811396604 0.566317581049 -0.809896952990 -1715.908203125000 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.346846394354 0.735030023544 0.582604877436 323.486206054687 0.925302448430 -0.369712496198 -0.084427774371 -308.696472167969 0.153339354550 0.568369188683 -0.808358526708 -1716.106079101562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.346999654417 0.735037712227 0.582503906802 323.482025146484 0.925385605063 -0.369321497024 -0.085223903790 -308.875152587891 0.152488431613 0.568613395411 -0.808347749909 -1716.071777343750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.347060496469 0.735264447565 0.582181418406 323.515502929687 0.925530629554 -0.368778735078 -0.085995920320 -309.038940429687 0.151466384219 0.568672521493 -0.808498297927 -1716.004882812500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.346744899463 0.734884423324 0.582848916146 323.608551025391 0.925618632431 -0.368567135940 -0.085955881712 -309.166778564453 0.151651317147 0.569300580240 -0.808021489409 -1716.065795898437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.346807268536 0.735094433107 0.582546901893 323.694000244141 0.925675768167 -0.368348706095 -0.086276317412 -309.241821289062 0.151159156913 0.569170804884 -0.808205112672 -1716.082519531250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.346177259806 0.735921023229 0.581877609436 323.810943603516 0.925863848035 -0.368112381357 -0.085260832707 -309.266876220703 0.151451113221 0.568254803993 -0.808794805895 -1716.141601562500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.344785760465 0.737837577658 0.580274493991 324.183990478516 0.926225161961 -0.367791266407 -0.082683333898 -309.259765625000 0.152413020213 0.565972873334 -0.810212921348 -1716.431152343750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.344546738938 0.739406210362 0.578416805396 324.371429443359 0.926437000239 -0.367353665990 -0.082254292729 -309.264038085937 0.151664199060 0.564207178403 -0.811583779140 -1716.309570312500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.343116356491 0.740502036368 0.577864949658 324.954284667969 0.927021930252 -0.366084642017 -0.081316515610 -309.202911376953 0.151332437830 0.563594507616 -0.812071255646 -1716.242309570312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.341433660480 0.740455567441 0.578920208782 325.304931640625 0.927562463219 -0.364941582797 -0.080283983289 -309.182922363281 0.151825334904 0.564396309157 -0.811422130516 -1716.383056640625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.339931113504 0.741582397255 0.578361812496 325.580413818359 0.928060641518 -0.364013924517 -0.078722985351 -309.158599853516 0.152152172962 0.563515226803 -0.811973094027 -1716.461547851562 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.336877833722 0.743054961467 0.578258289510 326.345855712891 0.929063821621 -0.362015000057 -0.076062836447 -309.234283447266 0.152819306705 0.562862739905 -0.812300311169 -1716.743774414062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.335379622123 0.741507366581 0.581108711318 326.999206542969 0.929493711399 -0.360951793487 -0.075863319522 -309.300354003906 0.153499021282 0.565579904243 -0.810282310298 -1717.041259765625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.331462440507 0.737766326398 0.588076098958 328.808532714844 0.931006380717 -0.356745685791 -0.077198670541 -309.503997802734 0.152839031652 0.573091060218 -0.805112953008 -1717.530761718750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.329704457498 0.736462828678 0.590692367212 329.800689697266 0.931753113089 -0.354631866738 -0.077925447341 -309.438842773437 0.152089141477 0.576071819368 -0.803125240529 -1717.811523437500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.325921029810 0.735993514137 0.593370903800 331.790679931641 0.932758241368 -0.352624031238 -0.074955691939 -308.760925292969 0.154069937003 0.577901237014 -0.801431603301 -1718.578857421875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.324835754468 0.734841793026 0.595390016578 332.609649658203 0.932947872092 -0.352279481359 -0.074212094513 -308.129028320312 0.155209537650 0.579574590744 -0.800002058239 -1718.858886718750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.322848650991 0.727348876314 0.605584313434 333.751129150391 0.932835531199 -0.352680273590 -0.073719036573 -307.280883789062 0.159958182929 0.588710656218 -0.792359225963 -1719.687988281250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.321391788874 0.725714224302 0.608314213782 334.509704589844 0.933338753181 -0.351278994493 -0.074039447851 -307.170104980469 0.159956524889 0.591558900426 -0.790235393710 -1719.783203125000 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.320834964762 0.725660757040 0.608671825435 334.779937744141 0.933936380438 -0.349299086846 -0.075848435864 -307.387634277344 0.157568279424 0.592795591769 -0.789788341075 -1719.750122070312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099921	0.321125518268 0.729877955468 0.603453868691 334.247344970703 0.934297930500 -0.348322606105 -0.075886356749 -308.682678222656 0.154808845294 0.588174746311 -0.793778740721 -1719.561767578125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.323601700132 0.733629966536 0.597552518087 333.917541503906 0.933742677015 -0.349716552585 -0.076308230019 -309.470306396484 0.152992002378 0.582653760864 -0.798190479872 -1719.188964843750 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.324560979913 0.733697460557 0.596949082158 334.142639160156 0.933709153553 -0.349378146216 -0.078244025453 -310.052947998047 0.151153520931 0.582771779789 -0.798454548357 -1719.000366210937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.322039823260 0.723027259077 0.611164409031 335.640380859375 0.934293180781 -0.346994223174 -0.081800130988 -310.606384277344 0.152926794843 0.597349639419 -0.787265395978 -1719.795410156250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.320232263781 0.719471782653 0.616288610312 336.162475585937 0.934474646917 -0.346748476891 -0.080762788724 -310.757385253906 0.155590589376 0.601768932182 -0.783368189779 -1720.063720703125 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.321475302728 0.726770692937 0.607007404917 335.271606445312 0.933811577499 -0.349606461392 -0.075968808606 -310.958709716797 0.157001807200 0.591252638084 -0.791056730263 -1719.328002929687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.323608003196 0.732689424354 0.598701985722 334.419250488281 0.933342264870 -0.351108190977 -0.074801436054 -310.818695068359 0.155402950018 0.583000210694 -0.797471427361 -1718.545288085937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.326667138319 0.732107215199 0.597752127722 333.655609130859 0.932918318188 -0.351142251626 -0.079765473179 -310.394042968750 0.151499149604 0.583710668548 -0.797702866419 -1718.060791015625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.327187322304 0.732220534203 0.597328674530 333.446777343750 0.932950320939 -0.350762744189 -0.081050576486 -310.281524658203 0.150173748649 0.583796699700 -0.797890505418 -1717.769287109375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.327114616638 0.734999543738 0.593945871513 333.219635009766 0.933032487932 -0.350856950299 -0.079685487321 -310.117523193359 0.149821240299 0.580237081831 -0.800548889715 -1717.252441406250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.328696655819 0.736432921816 0.591291011363 332.262603759766 0.932070109773 -0.353928905767 -0.077328132854 -308.944702148437 0.152327997826 0.576542176539 -0.802742362001 -1717.220825195312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.330710085633 0.732773968546 0.594704254468 331.230834960937 0.931032189627 -0.356363094830 -0.078640997714 -307.838836669922 0.154304572645 0.579696175306 -0.800089022045 -1718.086303710937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.333558551237 0.731877176339 0.594217545727 329.602661132812 0.929547794838 -0.360370097985 -0.077937728925 -306.469390869141 0.157097390203 0.578350405232 -0.800519343152 -1718.948974609375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.340910317880 0.740593365173 0.579052348778 325.647674560547 0.925828561704 -0.371391442149 -0.070070471902 -303.016906738281 0.163161360307 0.559990950070 -0.812273664686 -1720.656250000000 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.343283124733 0.741986489214 0.575858269106 323.958190917969 0.924198883381 -0.376107921273 -0.066326883783 -301.052703857422 0.167371204903 0.554976469212 -0.814854587267 -1721.959838867187 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.345938061316 0.744928521121 0.570445752157 322.290832519531 0.922653399245 -0.380510122728 -0.062631871779 -298.984039306641 0.170404115543 0.547990460613 -0.818943766374 -1722.855957031250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.349761243435 0.751728414319 0.559080909795 320.381958007812 0.921115175675 -0.384819232253 -0.058830193186 -296.922760009766 0.170920758637 0.535554431962 -0.827023303585 -1722.944091796875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.354562904134 0.753445863038 0.553718772015 317.223022460937 0.918574604418 -0.391295381397 -0.055755005297 -292.507629394531 0.174659219997 0.528400658561 -0.830835062393 -1722.994262695312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.356384267705 0.758585165012 0.545471173534 315.902252197266 0.917748878369 -0.393736452166 -0.052044235873 -290.037506103516 0.175291899369 0.519153304583 -0.836512161511 -1722.331665039062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.357361373673 0.759722881457 0.543243952563 314.852325439453 0.916936479829 -0.395958299160 -0.049442059873 -287.277313232422 0.177539687294 0.515788879985 -0.838117826274 -1722.122070312500 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.361339159994 0.759724529899 0.540603967914 312.338867187500 0.914544425596 -0.401787737438 -0.046638049431 -281.309173583984 0.181775974939 0.511258498916 -0.839983477350 -1722.445068359375 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099922	0.364985173573 0.762075997866 0.534813983127 310.864929199219 0.912866936931 -0.405796829697 -0.044753641935 -278.382049560547 0.182920142495 0.504548418374 -0.843783808203 -1722.321044921875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.371939009199 0.766700849084 0.523288812654 308.557067871094 0.910262408259 -0.411712188619 -0.043765532710 -273.288513183594 0.181889311248 0.492608243695 -0.851030784812 -1721.566894531250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.374087208084 0.767474626542 0.520616421526 307.694732666016 0.909570412000 -0.413159984490 -0.044502728350 -270.548645019531 0.180943157823 0.490185194422 -0.852630077353 -1720.878784179687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.376558679644 0.767353626891 0.519010570299 306.773864746094 0.908741590393 -0.414814163608 -0.046020990424 -267.510986328125 0.179978561707 0.488976094475 -0.853528029041 -1720.331909179687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.381662014898 0.768981193217 0.512837236229 304.623168945312 0.907019266439 -0.418382188659 -0.047669639406 -262.511993408203 0.177904909129 0.483346944432 -0.857161346898 -1719.404541015625 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.382596023977 0.766908360070 0.515239604156 304.196990966797 0.906775345222 -0.418607995470 -0.050257531050 -261.170806884766 0.177140497163 0.486434901485 -0.855571347628 -1719.473144531250 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.381413564862 0.761692362650 0.523782814934 304.356262207031 0.907319770257 -0.416902302779 -0.054436241955 -260.496307373047 0.176902591953 0.496001224412 -0.850110732988 -1719.675170898437 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.381890633245 0.760261953804 0.525510519246 304.145324707031 0.907288011698 -0.416698478831 -0.056487534640 -260.403137207031 0.176034110528 0.498361454507 -0.848909802389 -1719.439086914062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.383245356846 0.753390006734 0.534346792084 303.400512695312 0.906395680404 -0.418050867726 -0.060665826780 -259.652893066406 0.177679112451 0.507579520615 -0.843085501744 -1719.437622070312 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.385028999228 0.751217915571 0.536119681674 302.762756347656 0.905589235757 -0.419520394424 -0.062536187463 -259.192596435547 0.177934835921 0.509582458476 -0.841822375670 -1719.357055664062 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.389263341848 0.750474979887 0.534098638135 301.399108886719 0.904154595185 -0.422096624247 -0.065870386413 -259.411315917969 0.176007155253 0.508548664695 -0.842852144173 -1718.840209960937 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.388065228269 0.737106122348 0.553244921356 302.961517333984 0.905316922753 -0.417323874911 -0.079006663048 -263.551208496094 0.172646019316 0.531521728461 -0.829263531206 -1718.872924804687 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
3476099923	0.388258118391 0.730236707354 0.562147653857 304.273864746094 0.906310309641 -0.413047143690 -0.089407380721 -267.100982666016 0.166904931447 0.544193355640 -0.822189963169 -1718.203857421875 0.000000000000 0.000000000000 0.000000000000 1.000000000000 |
