3476099914.718000,8.24042910,0.67018571,-53.66947671,-0.31804142,-0.43155522,0.24308264
3476099914.734000,8.23004424,0.76519956,-53.75674721,-0.31784836,-0.43401717,0.24314723
3476099914.765000,8.30904461,0.69803195,-53.30563494,-0.31869869,-0.43009156,0.24323832
3476099914.781000,8.29334459,0.60832554,-54.00837130,-0.31580044,-0.42980629,0.24322186
3476099914.796000,8.30681443,0.63817933,-54.59643159,-0.31589617,-0.42942123,0.24323763
3476099914.828000,8.28123049,0.81591797,-55.58268766,-0.31981638,-0.42933342,0.24303803
3476099914.843000,8.22692658,0.95059356,-56.76509359,-0.32253657,-0.42848778,0.24288247
3476099914.859000,8.09639985,1.00620594,-57.34799263,-0.32333279,-0.43256647,0.24240719
3476099914.875000,8.03314014,1.09924662,-57.26828222,-0.32494154,-0.43231045,0.24275162
3476099914.906000,7.92702460,1.03038449,-57.06192107,-0.32345210,-0.43509188,0.24348470
3476099914.921000,7.88804157,0.85281690,-56.90001053,-0.31979449,-0.43707441,0.24338720
3476099914.937000,7.86183891,0.74158299,-56.64729577,-0.31721255,-0.43747402,0.24305133
3476099914.953000,7.87141918,0.67750555,-56.38451890,-0.31657266,-0.43740059,0.24350677
3476099914.984000,7.80648494,0.65507339,-56.18521670,-0.31547986,-0.43821067,0.24321076
3476099915.000000,7.65710842,0.61086152,-56.40491030,-0.31445666,-0.44051943,0.24326214
3476099915.015000,7.54117617,0.58570994,-56.92101261,-0.31378985,-0.44317158,0.24308274
3476099915.046000,7.47811896,0.64599504,-57.40442847,-0.31597887,-0.44345334,0.24329077
3476099915.062000,7.44827540,0.69017780,-57.64540279,-0.31723570,-0.44382418,0.24329581
3476099915.078000,7.44460481,0.68239211,-57.88436889,-0.31703287,-0.44367300,0.24337943
3476099915.093000,7.42400103,0.62326602,-58.00356269,-0.31630088,-0.44417202,0.24360185
3476099915.125000,7.50109899,0.56108388,-57.85802630,-0.31539586,-0.44239223,0.24335326
3476099915.140000,7.57003362,0.48012076,-57.80452819,-0.31354584,-0.44091586,0.24326882
3476099915.156000,7.58849149,0.32711826,-57.67458297,-0.31100314,-0.44093252,0.24367444
3476099915.187000,7.50218474,0.27611660,-57.57520778,-0.30907386,-0.44271233,0.24348075
3476099915.203000,7.41589312,0.23888894,-57.45460953,-0.30925661,-0.44555658,0.24359384
3476099915.218000,7.39837711,0.29388679,-57.36415653,-0.31097851,-0.44548315,0.24346869
3476099915.234000,7.38492109,0.32343292,-56.96452375,-0.31171992,-0.44605206,0.24355819
3476099915.265000,7.43006837,0.29575856,-56.28708683,-0.31102890,-0.44643274,0.24325476
3476099915.281000,7.42568404,0.29949299,-55.66524590,-0.31034720,-0.44508318,0.24313540
3476099915.296000,7.47240447,0.30780831,-55.74285760,-0.31149518,-0.44592935,0.24336147
3476099915.312000,7.45484568,0.43076364,-56.01857062,-0.31368075,-0.44571706,0.24316687
3476099915.343000,7.38604529,0.43348584,-55.98565212,-0.31455950,-0.44729423,0.24319822
3476099915.359000,7.37751681,0.41276577,-55.98391160,-0.31359150,-0.44691347,0.24303779
3476099915.375000,7.36571495,0.38162580,-55.79580669,-0.31229476,-0.44707645,0.24355349
3476099915.406000,7.47309803,0.34995450,-55.75704979,-0.31280013,-0.44336419,0.24300609
3476099915.421000,7.51677415,0.35731942,-55.92886930,-0.31298603,-0.44309849,0.24343548
3476099915.437000,7.55997067,0.42551880,-56.29119680,-0.31486098,-0.44169439,0.24333856
3476099915.453000,7.60234858,0.54953332,-56.49203183,-0.31777582,-0.44084198,0.24323060
3476099915.484000,7.61583488,0.59616932,-56.76053968,-0.31955278,-0.44086333,0.24353095
3476099915.500000,7.55905088,0.68291228,-56.53084707,-0.32085764,-0.44201709,0.24342932
3476099915.515000,7.51194330,0.67900184,-56.49625821,-0.32060946,-0.44259197,0.24340473
3476099915.546000,7.46413643,0.65620450,-56.46004534,-0.32019545,-0.44344300,0.24309317
3476099915.562000,7.46771476,0.71205679,-56.34921701,-0.32081737,-0.44328654,0.24293370
3476099915.578000,7.49025745,0.76637722,-56.65269233,-0.32251953,-0.44270141,0.24332618
3476099915.593000,7.50799311,0.90467279,-57.17659864,-0.32450352,-0.44155027,0.24340646
3476099915.625000,7.54299792,0.95524901,-57.56317492,-0.32566295,-0.44080352,0.24359424
3476099915.640000,7.60360796,0.93986613,-58.02319001,-0.32533557,-0.43980686,0.24360405
3476099915.656000,7.58572676,0.93473763,-58.08940303,-0.32498406,-0.43957936,0.24308109
3476099915.687000,7.60884427,1.00277987,-58.77554160,-0.32623931,-0.43880807,0.24354253
3476099915.703000,7.62973773,1.10737570,-59.38515479,-0.32943981,-0.43860928,0.24323399
3476099915.718000,7.66401883,1.18128649,-60.04403877,-0.33117180,-0.43747772,0.24289003
3476099915.734000,7.69042312,1.26877072,-60.43204798,-0.33281396,-0.43577923,0.24283425
3476099915.765000,7.77165807,1.38417303,-61.06517075,-0.33505254,-0.43520549,0.24289934
3476099915.781000,7.88871743,1.55007610,-61.77612540,-0.33974232,-0.43185327,0.24305566
3476099915.796000,7.88505480,1.73858229,-62.79689999,-0.34355979,-0.43156365,0.24313923
3476099915.812000,7.96780694,1.90445883,-63.46233454,-0.34731725,-0.42957250,0.24356873
3476099915.843000,7.98532102,1.94295503,-63.52611265,-0.34894652,-0.42935282,0.24378445
3476099915.859000,8.06312701,2.08630427,-63.69527396,-0.35180508,-0.42715854,0.24404178
3476099915.875000,8.19320970,2.17764623,-64.06150663,-0.35446183,-0.42462059,0.24459536
3476099915.906000,8.25033060,2.22139098,-64.49931988,-0.35491854,-0.42273501,0.24484327
3476099915.921000,8.30624898,2.17138695,-65.11979210,-0.35444939,-0.42245692,0.24468501
3476099915.937000,8.21125750,2.12829492,-64.40264815,-0.35406199,-0.42479558,0.24484851
3476099915.953000,8.29650145,2.18951284,-66.09695809,-0.35491811,-0.42098791,0.24517512
3476099915.984000,8.22689336,1.97196123,-65.99103434,-0.35008869,-0.42331137,0.24464403
3476099916.000000,8.36703765,1.90391446,-67.00679163,-0.34870350,-0.42055654,0.24521104
3476099916.015000,8.33772527,1.78168000,-67.33436857,-0.34612044,-0.42141876,0.24521053
3476099916.046000,8.51222285,1.68740888,-67.92402186,-0.34382260,-0.41684194,0.24560522
3476099916.062000,8.89448571,1.62685829,-68.51302083,-0.34222513,-0.40726829,0.24457985
3476099916.078000,9.09800729,1.66533400,-69.58450596,-0.34296153,-0.40050817,0.24407174
3476099916.093000,8.98591207,1.71469254,-70.37250446,-0.34319779,-0.40443885,0.24412167
3476099916.125000,8.95204219,1.84650938,-71.05045366,-0.34609491,-0.40533623,0.24435559
3476099916.140000,8.98075125,2.00537609,-72.20527044,-0.35014796,-0.40270462,0.24483355
3476099916.156000,9.00365299,2.09872391,-74.03060686,-0.35159275,-0.40248192,0.24485216
3476099916.187000,9.01947163,2.25053200,-75.55868060,-0.35567061,-0.40155816,0.24554538
3476099916.203000,9.00404193,2.39424724,-77.26971454,-0.35915687,-0.40183509,0.24577686
3476099916.218000,8.81618608,2.47389147,-78.41252829,-0.36102136,-0.40653660,0.24618475
3476099916.234000,8.71479827,2.44619271,-80.24176133,-0.36013745,-0.40790770,0.24581294
