0,2.50402,2.65719,-19.9383,2.98125,-1.89462,0.317722,-0.700389,0.00125662,0.13393
1,2.52641,2.67277,-19.9143,2.98031,-1.89745,0.321864,-0.699395,0.00125957,0.133937
2,2.55772,2.67291,-19.9682,2.98665,-1.90775,0.329324,-0.69841,0.00125995,0.133927
3,2.6147,2.69248,-19.9306,2.98472,-1.91419,0.339449,-0.697368,0.00120028,0.133948
4,2.65411,2.70633,-19.9773,2.9921,-1.92437,0.346927,-0.696386,0.00126027,0.133934
5,2.71401,2.74426,-19.9602,2.99463,-1.93271,0.356814,-0.695391,0.0012594,0.133931
6,2.66786,2.72549,-19.9747,2.99411,-1.927,0.34963,-0.696407,0.00125928,0.133923
7,2.6466,2.7246,-19.9877,2.99569,-1.92243,0.342923,-0.697414,0.00121764,0.1339
8,2.61438,2.71316,-19.9255,2.98641,-1.91183,0.336002,-0.698386,0.0012596,0.133917
9,2.55734,2.71355,-19.8932,2.98232,-1.90043,0.324659,-0.699406,0.00125562,0.1339
10,2.51553,2.68676,-19.884,2.97782,-1.89189,0.316792,-0.700362,0.0012596,0.133922
