0,4.61359,7.46191,-18.2437,2.9039,0.730367,1.3226,-0.813242,0.00535,0.170185,1.571,-3.14153,-3.14128
1,4.60112,7.2785,-18.6119,2.95045,0.760479,1.30514,-0.81324,0.00639117,0.170188,1.57101,-3.14031,3.14151
2,4.62149,7.06551,-18.8946,2.98436,0.782058,1.29256,-0.813232,0.00740111,0.170151,1.57097,-3.13913,3.14121
3,4.68054,6.87604,-19.304,3.03448,0.809354,1.29007,-0.813224,0.00840332,0.170154,1.57097,-3.13799,3.14067
4,4.69289,6.6724,-19.4691,3.05469,0.821931,1.27623,-0.813213,0.00937811,0.170152,1.57097,-3.13686,3.14023
5,4.71441,6.44936,-19.804,3.09615,0.847036,1.26072,-0.813201,0.0103829,0.170151,1.57096,-3.1357,3.1398
6,4.6674,6.18876,-20.1848,3.14175,0.882117,1.23186,-0.813192,0.0113801,0.170154,1.57097,-3.13454,3.1394
7,4.62167,5.86403,-20.6484,3.19542,0.924517,1.19462,-0.813233,0.0124039,0.170152,1.57104,-3.13333,3.13912
8,4.56034,5.60261,-21.0997,3.25225,0.965435,1.16243,-0.813218,0.0133381,0.170153,1.57103,-3.13225,3.13876
9,4.56955,5.25522,-21.5062,3.29608,0.999396,1.13487,-0.813201,0.0143017,0.17015,1.57103,-3.13114,3.13834
10,4.53437,4.88382,-22.0647,3.36384,1.04842,1.09609,-0.813191,0.0153835,0.170161,1.57105,-3.12988,3.1379
11,4.41317,5.17476,-21.5562,3.29968,1.01796,1.09654,-0.812346,0.0153636,0.170131,1.56997,-3.12989,3.13791
12,4.24381,5.55305,-21.1521,3.25632,0.998317,1.08852,-0.811343,0.0153502,0.170121,1.56873,-3.12989,3.13792
13,4.04061,5.79965,-20.6809,3.19234,0.978775,1.07038,-0.810302,0.0153729,0.170137,1.56747,-3.12985,3.1379
14,4.03063,6.07402,-20.2453,3.13716,0.943058,1.09102,-0.809307,0.0153828,0.170138,1.56625,-3.12982,3.13791
15,4.27926,6.38314,-19.8175,3.08508,0.884671,1.15905,-0.808369,0.015357,0.170135,1.56511,-3.12983,3.13794
16,4.20095,6.39883,-19.9019,3.09693,0.898606,1.15035,-0.808363,0.0153558,0.170133,1.5651,-3.12983,3.13794
17,4.24739,6.36338,-19.9109,3.09365,0.894705,1.15358,-0.80836,0.0153549,0.170137,1.5651,-3.12983,3.13794
18,4.49888,6.43165,-19.7701,3.07753,0.861997,1.21445,-0.808249,0.0153505,0.169975,1.56479,-3.12983,3.13794
19,4.86961,6.4469,-19.8934,3.09183,0.83701,1.29104,-0.808232,0.0153659,0.169767,1.56456,-3.12981,3.13794
