0,8.70271,2.80622,-18.6746,2.73979,-2.60656,1.47242,-0.700392,0.00122806,0.133933
1,8.54131,2.72321,-18.7088,2.73531,-2.59038,1.44902,-0.700412,0.0032003,0.133956
2,8.47827,2.62243,-18.6577,2.71679,-2.57918,1.44597,-0.700405,0.00520182,0.133959
3,8.46254,2.52483,-18.6291,2.70056,-2.57539,1.45064,-0.70039,0.00720061,0.13396
4,8.44476,2.42845,-18.6597,2.69098,-2.57606,1.45553,-0.700382,0.00920927,0.133959
5,8.39779,2.32583,-18.5992,2.67079,-2.56609,1.45575,-0.700382,0.0112087,0.13396
6,8.39198,2.31545,-18.5349,2.65618,-2.5656,1.45621,-0.70036,0.0112137,0.135946
7,8.32152,2.29674,-18.4195,2.63516,-2.55356,1.44645,-0.700378,0.0112212,0.13796
8,8.28816,2.28697,-18.3608,2.62173,-2.54967,1.44131,-0.700379,0.0112006,0.139921
9,8.27386,2.25622,-18.3245,2.61012,-2.54876,1.44031,-0.700377,0.0112307,0.141959
10,8.21736,2.24668,-18.2553,2.59556,-2.54212,1.43235,-0.700361,0.0112195,0.143939
11,8.36106,2.33143,-18.1931,2.59656,-2.55475,1.45315,-0.70036,0.00925854,0.143932
12,8.41499,2.41596,-18.2372,2.61294,-2.56423,1.45586,-0.700363,0.00725894,0.143927
13,8.44108,2.4913,-18.2944,2.63014,-2.57149,1.45517,-0.700377,0.00525971,0.143928
14,8.46527,2.59169,-18.3006,2.64455,-2.57451,1.45087,-0.700363,0.00325944,0.143907
15,8.51537,2.68627,-18.3113,2.65853,-2.58079,1.45118,-0.700361,0.00125932,0.143903
16,8.4917,2.68428,-18.4228,2.67721,-2.58196,1.44715,-0.700398,0.00125916,0.14193
17,8.54028,2.70669,-18.3539,2.67693,-2.57718,1.45334,-0.700407,0.0012599,0.13993
18,8.56195,2.69815,-18.5951,2.71009,-2.59354,1.4581,-0.70042,0.00123151,0.137908
19,8.62765,2.72212,-18.7066,2.73133,-2.60456,1.46689,-0.700408,0.00120079,0.135906
20,8.67689,2.70867,-18.886,2.75656,-2.61909,1.4762,-0.700418,0.0012354,0.133902
