0,5.64362,4.50723,-22.3734,3.34911,-2.70586,0.421572,-0.718538,-0.000320602,0.128875
1,5.86671,4.57275,-22.1361,3.29513,-2.69898,0.467857,-0.718534,-0.000320903,0.129891
2,6.07345,4.63543,-21.8973,3.24144,-2.69008,0.511379,-0.718539,-0.000337683,0.130876
3,6.26154,4.68808,-21.6536,3.18793,-2.67939,0.552465,-0.718532,-0.000321432,0.131873
4,6.47847,4.75567,-21.4229,3.13544,-2.67095,0.597306,-0.718517,-0.000326375,0.13287
5,6.6817,4.78689,-21.2071,3.08446,-2.66334,0.640836,-0.718532,-0.000323824,0.13387
6,6.89797,4.86591,-20.9697,3.03111,-2.65288,0.685697,-0.718515,-0.000364188,0.134908
7,7.05083,4.91008,-20.7851,2.98804,-2.64313,0.71972,-0.718512,-0.000320662,0.135874
8,7.25083,4.96299,-20.5638,2.93848,-2.63359,0.761353,-0.718499,-0.000320739,0.136895
9,7.44242,5.00559,-20.353,2.89043,-2.6242,0.801254,-0.718499,-0.00034202,0.13787
10,7.61821,5.06366,-20.1837,2.85055,-2.61674,0.837577,-0.718468,-0.000320118,0.13887
11,7.43861,5.00731,-20.3028,2.88136,-2.61899,0.802278,-0.718473,-0.000320335,0.137893
12,7.23737,4.92692,-20.5151,2.92681,-2.62862,0.761903,-0.718502,-0.000320617,0.136882
13,7.08117,4.89794,-20.7039,2.9712,-2.63813,0.726904,-0.718483,-0.000320259,0.135895
14,6.9288,4.87137,-20.9177,3.02037,-2.65005,0.692137,-0.71846,-0.000323817,0.134909
15,6.71731,4.81644,-21.1509,3.07312,-2.65953,0.647781,-0.718474,-0.000320838,0.13387
16,6.53501,4.77054,-21.3417,3.11985,-2.66716,0.608011,-0.718467,-0.00032074,0.132894
17,6.33508,4.70776,-21.57,3.17134,-2.67637,0.566378,-0.71846,-0.000326645,0.131899
18,6.1158,4.64023,-21.8092,3.22422,-2.68483,0.521521,-0.718467,-0.000321485,0.130902
19,5.92199,4.59303,-22.0375,3.27662,-2.69322,0.479646,-0.71846,-0.000342673,0.129905
20,5.67649,4.52374,-22.2602,3.32954,-2.69804,0.429384,-0.718477,-0.000320779,0.128887
1,5.86671,4.57275,-22.1361,3.29513,-2.69898,0.467857,-0.718534,-0.000320903,0.129891
2,6.07345,4.63543,-21.8973,3.24144,-2.69008,0.511379,-0.718539,-0.000337683,0.130876
3,6.26154,4.68808,-21.6536,3.18793,-2.67939,0.552465,-0.718532,-0.000321432,0.131873
4,6.47847,4.75567,-21.4229,3.13544,-2.67095,0.597306,-0.718517,-0.000326375,0.13287
5,6.6817,4.78689,-21.2071,3.08446,-2.66334,0.640836,-0.718532,-0.000323824,0.13387
6,6.89797,4.86591,-20.9697,3.03111,-2.65288,0.685697,-0.718515,-0.000364188,0.134908
7,7.05083,4.91008,-20.7851,2.98804,-2.64313,0.71972,-0.718512,-0.000320662,0.135874
8,7.25083,4.96299,-20.5638,2.93848,-2.63359,0.761353,-0.718499,-0.000320739,0.136895
9,7.44242,5.00559,-20.353,2.89043,-2.6242,0.801254,-0.718499,-0.00034202,0.13787
10,7.61821,5.06366,-20.1837,2.85055,-2.61674,0.837577,-0.718468,-0.000320118,0.13887
11,7.43861,5.00731,-20.3028,2.88136,-2.61899,0.802278,-0.718473,-0.000320335,0.137893
12,7.23737,4.92692,-20.5151,2.92681,-2.62862,0.761903,-0.718502,-0.000320617,0.136882
13,7.08117,4.89794,-20.7039,2.9712,-2.63813,0.726904,-0.718483,-0.000320259,0.135895
14,6.9288,4.87137,-20.9177,3.02037,-2.65005,0.692137,-0.71846,-0.000323817,0.134909
15,6.71731,4.81644,-21.1509,3.07312,-2.65953,0.647781,-0.718474,-0.000320838,0.13387
16,6.53501,4.77054,-21.3417,3.11985,-2.66716,0.608011,-0.718467,-0.00032074,0.132894
17,6.33508,4.70776,-21.57,3.17134,-2.67637,0.566378,-0.71846,-0.000326645,0.131899
18,6.1158,4.64023,-21.8092,3.22422,-2.68483,0.521521,-0.718467,-0.000321485,0.130902
19,5.92199,4.59303,-22.0375,3.27662,-2.69322,0.479646,-0.71846,-0.000342673,0.129905
20,5.67649,4.52374,-22.2602,3.32954,-2.69804,0.429384,-0.718477,-0.000320779,0.128887
